points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
20,-4,2658,〇,1,2,2,12,34,40%,4,2,10,1,,喬丹,220,Jordan Tolbert,1,,3,0,5,22,44.2%,8,7,23.6%,44:18,15,8-15,53.3%,5,0-5,0%,6,4-6,66.7%
1,-5,2197,,3,1,0,1,0,0%,1,1,0,4,,吳家駿,215,,3,G,4,0,2,1,12.9%,0,1,8.4%,36:37,1,0-1,0%,2,0-2,0%,2,1-2,50%
28,7,1951,〇,2,3,0,1,22,52.5%,7,1,3,2,,吉倫,248,,4,,1,3,4,4,59.5%,6,7,35%,32:31,13,6-13,46.2%,7,3-7,42.9%,8,7-8,87.5%
,,,,,,,,,,,,,,,關達祐,58,,6,,,,,,,,,,DNP,,,,,,,,,
0,-4,91,,1,0,0,0,-1,0%,0,0,0,0,,林耀宗,59,,7,G,0,0,0,0,0%,0,0,43.9%,01:31,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,0,8,,0,0,0,0,0,0%,0,0,0,1,,李家慷,218,,12,G,0,0,0,0,0%,0,0,0%,00:08,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-15,1247,〇,1,1,0,0,5,0%,5,1,1,1,,陳昱瑞,219,,13,,2,0,1,1,53.9%,0,1,12.4%,20:47,1,0-1,0%,1,0-1,0%,6,5-6,83.3%
0,3,1289,,2,1,1,2,2,0%,0,0,3,4,,黃泓瀚,221,,22,,0,0,2,5,0%,0,1,10.4%,21:29,1,0-1,0%,2,0-2,0%,0,0-0,0%
0,1,258,,0,0,0,2,2,0%,0,0,0,0,,林正,64,,25,,0,0,0,2,0%,0,0,0%,04:18,0,0-0,0%,0,0-0,0%,0,0-0,0%
17,0,2409,〇,1,4,0,3,14,44.1%,2,2,1,6,,施晉堯,65,,28,G,3,3,4,4,45.3%,3,7,21.7%,40:09,10,3-10,30%,7,3-7,42.9%,4,2-4,50%
4,3,2034,〇,7,1,0,4,-7,11.1%,2,4,1,0,,陳冠全,67,,30,G,2,0,2,5,17.2%,1,6,24.8%,33:54,7,1-7,14.3%,2,0-2,0%,6,2-6,33.3%
,,,,,,,,,,,,,,,溫立煌,225,,45,,,,,,,,,,DNP,,,,,,,,,
17,-1,1758,,0,1,0,5,18,50%,4,0,2,1,,盧峻翔,226,,69,,1,3,5,7,57.6%,2,3,22.3%,29:18,5,2-5,40%,8,3-8,37.5%,4,4-4,100%
