points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
18,7,1864,〇,0,2,0,3,13,50%,3,2,0,2,,林書緯,41,,1,,0,1,3,3,52.3%,6,5,22.6%,31:04,11,6-11,54.5%,4,1-4,25%,5,3-5,60%
2,-6,703,,0,0,0,0,-3,0%,2,2,0,1,,簡偉儒,42,,2,,0,0,2,0,21%,0,1,17.7%,11:43,1,0-1,0%,2,0-2,0%,4,2-4,50%
12,11,1962,〇,1,3,0,2,10,39.3%,1,1,2,1,,張宗憲,43,,3,,2,1,0,4,40.3%,4,9,20.2%,32:42,13,4-13,30.8%,1,1-1,100%,2,1-2,50%
2,-2,356,,0,1,0,0,2,50%,0,0,0,0,,周桂羽,46,,8,,0,0,1,0,50%,1,0,16.3%,05:56,1,1-1,100%,1,0-1,0%,0,0-0,0%
5,8,1912,〇,0,1,0,5,10,40%,1,1,3,3,,林孟學,49,,13,,0,0,0,8,42.5%,2,3,7.7%,31:52,5,2-5,40%,0,0-0,0%,2,1-2,50%
9,9,1041,,3,3,1,5,14,64.3%,0,0,1,0,,蔡文誠,50,,14,,1,1,2,6,64.3%,3,1,24%,17:21,4,3-4,75%,3,1-3,33.3%,0,0-0,0%
33,14,2714,〇,4,5,2,14,38,48.5%,1,1,3,3,,辛特力,51,,17,,5,4,6,17,48.7%,10,13,34.3%,45:14,23,10-23,43.5%,10,4-10,40%,2,1-2,50%
2,12,1283,,3,1,2,5,5,0%,2,0,1,6,,曾祥鈞,52,,21,,1,0,1,6,20.5%,0,3,15.3%,21:23,3,0-3,0%,1,0-1,0%,2,2-2,100%
3,3,865,,1,0,2,5,10,150%,0,0,1,3,,石博恩,53,,23,,0,1,0,6,150%,0,0,5.8%,14:25,0,0-0,0%,1,1-1,100%,0,0-0,0%
,,,,,,,,,,,,,,,張耕淯,66,,29,,,,,,,,,,DNP,,,,,,,,,
12,-1,1700,〇,0,0,1,6,12,37.5%,3,2,2,6,,塞瑟夫,54,,32,,1,1,4,8,42.3%,3,4,20.7%,28:20,7,3-7,42.9%,5,1-5,20%,5,3-5,60%
