points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
15,9,2397,〇,4,5,0,3,10,40.6%,2,0,1,3,,高國豪,84,,4,,1,3,4,4,44.4%,2,7,20.5%,39:57,9,2-9,22.2%,7,3-7,42.9%,2,2-2,100%
,,,,,,,,,,,,,,,宋宇軒,75,,5,,,,,,,,,,DNP,,,,,,,,,
11,9,1060,,1,1,0,0,10,110%,0,0,0,1,,陳堅恩,73,,6,,0,3,1,0,110%,1,0,13.5%,17:40,1,1-1,100%,4,3-4,75%,0,0-0,0%
13,-7,1737,〇,1,4,1,4,10,26.5%,4,2,3,4,,法獅,244,,7,,1,1,5,7,33.1%,3,8,28.3%,28:57,11,3-11,27.3%,6,1-6,16.7%,6,4-6,66.7%
19,17,2148,〇,2,0,0,3,13,64.3%,1,0,0,4,,朱雲豪,223,,8,,0,4,5,3,65.8%,3,2,18%,35:48,5,3-5,60%,9,4-9,44.4%,1,1-1,100%
4,9,1027,,3,3,0,0,4,50%,0,0,0,0,,田浩,82,,9,,2,0,1,0,50%,2,1,15.8%,17:07,3,2-3,66.7%,1,0-1,0%,0,0-0,0%
2,8,925,,0,0,0,3,3,25%,0,0,1,2,,蕭順議,80,,11,,0,0,1,4,25%,1,2,10.2%,15:25,3,1-3,33.3%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,李家瑞,79,,12,,,,,,,,,,DNP,,,,,,,,,
0,-3,148,,0,0,0,0,0,0%,0,0,0,0,,郭少傑,47,,24,,0,0,0,0,0%,0,0,0%,02:28,0,0-0,0%,0,0-0,0%,0,0-0,0%
30,14,2468,〇,4,2,4,25,57,60%,6,3,10,5,,辛巴,246,,35,,1,0,0,35,62.6%,12,8,26.1%,41:08,20,12-20,60%,0,0-0,0%,9,6-9,66.7%
13,4,1984,〇,6,3,1,1,5,46.2%,1,2,2,2,,林宜輝,224,,36,,1,2,2,3,45.4%,3,6,23.6%,33:04,9,3-9,33.3%,4,2-4,50%,3,1-3,33.3%
0,-2,319,,1,0,0,0,-2,0%,0,0,0,3,,容毅燊,78,,52,,0,0,0,0,0%,0,1,15.3%,05:19,1,0-1,0%,0,0-0,0%,0,0-0,0%
0,-3,187,,0,0,0,1,1,0%,0,0,0,1,,吳岱豪,71,,54,,0,0,0,1,0%,0,0,0%,03:07,0,0-0,0%,0,0-0,0%,0,0-0,0%
