points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,-5,1129,〇,1,1,0,8,4,27.3%,0,4,1,2,,羅賓森,247,,0,,1,0,2,9,23.5%,3,6,35%,18:49,9,3-9,33.3%,2,0-2,0%,4,0-4,0%
9,-20,1848,〇,2,3,0,8,16,40%,1,1,4,5,,喬丹,220,Jordan Tolbert,1,,1,0,1,12,41.4%,4,5,19.6%,30:48,9,4-9,44.4%,1,0-1,0%,2,1-2,50%
9,-27,2561,〇,2,9,0,5,14,25%,5,1,0,4,,吳家駿,215,,3,G,0,0,0,5,42.3%,2,6,13.8%,42:41,8,2-8,25%,0,0-0,0%,6,5-6,83.3%
0,-4,175,,0,0,0,0,0,0%,0,0,0,0,,施顏宗,214,,5,G,0,0,0,0,0%,0,0,0%,02:55,0,0-0,0%,0,0-0,0%,0,0-0,0%
17,-9,2084,,4,3,0,2,17,61.5%,1,1,2,3,,關達祐,58,,6,G,4,2,2,4,61.2%,5,4,24.1%,34:44,9,5-9,55.6%,4,2-4,50%,2,1-2,50%
4,-10,765,,1,0,1,2,4,50%,0,0,0,1,,林耀宗,59,,7,G,0,0,0,2,50%,2,2,19.1%,12:45,4,2-4,50%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,李家慷,218,,12,,,,,,,,,,DNP,,,,,,,,,
10,-17,1314,,1,0,0,0,5,43.8%,3,0,0,2,,陳昱瑞,219,,13,,1,1,5,0,53.6%,2,0,22.5%,21:54,2,2-2,100%,6,1-6,16.7%,3,3-3,100%
,,,,,,,,,,,,,,,林正,64,,25,,,,,,,,,,DNP,,,,,,,,,
17,-6,2355,〇,1,2,1,3,16,50%,1,0,0,2,,施晉堯,65,,28,G,3,2,6,3,51.7%,5,3,20.5%,39:15,8,5-8,62.5%,8,2-8,25%,1,1-1,100%
8,3,1892,〇,5,3,0,5,6,44.4%,0,0,1,1,,陳冠全,67,,30,G,0,2,3,6,44.4%,1,3,20.7%,31:32,4,1-4,25%,5,2-5,40%,0,0-0,0%
0,-10,277,,0,0,0,0,-1,0%,0,0,0,1,,溫立煌,225,,45,,0,0,0,0,0%,0,1,11.4%,04:37,1,0-1,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,盧峻翔,226,,69,,,,,,,,,,DNP,,,,,,,,,
