points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
12,11,1200,,0,2,0,0,15,68.8%,1,1,2,2,,陳振傑,148,,0,,4,3,4,2,67.6%,1,0,18.3%,20:00,1,1-1,100%,7,3-7,42.9%,2,1-2,50%
2,-2,1017,〇,2,0,1,2,3,50%,0,0,1,3,,成力煥,72,,7,,0,0,0,3,50%,1,1,10.3%,16:57,2,1-2,50%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
16,3,1109,,1,1,0,1,15,80%,0,0,1,3,,林俊吉,90,,11,,1,4,3,2,80%,2,1,25.2%,18:29,3,2-3,66.7%,7,4-7,57.1%,0,0-0,0%
10,6,1974,〇,0,8,0,5,21,41.7%,0,0,1,1,,吳永盛,229,,14,,4,0,2,6,41.7%,5,5,15.5%,32:54,10,5-10,50%,2,0-2,0%,0,0-0,0%
3,-4,580,,1,0,0,1,0,25%,1,1,0,1,,楊盛硯,93,,18,,1,0,2,1,30.7%,1,1,27%,09:40,2,1-2,50%,2,0-2,0%,2,1-2,50%
9,6,1693,〇,2,4,0,3,11,44.4%,1,1,1,2,,簡浩,222,,21,,3,2,4,4,45.5%,1,2,17.5%,28:13,3,1-3,33.3%,6,2-6,33.3%,2,1-2,50%
30,5,2346,〇,2,1,0,5,32,96.4%,3,3,3,3,,錢肯尼,149,,23,,1,5,1,8,90.1%,6,2,19.7%,39:06,8,6-8,75%,6,5-6,83.3%,6,3-6,50%
11,-7,1494,,1,1,0,2,6,33.3%,3,1,2,2,,忻沃克,155,Randall Walko,24,,1,2,5,4,40%,1,4,25.4%,24:54,5,1-5,20%,7,2-7,28.6%,4,3-4,75%
10,-3,1506,,3,4,1,5,9,35.7%,0,0,0,2,,李德威,94,,26,,1,0,7,5,35.7%,5,2,28.1%,25:06,7,5-7,71.4%,7,0-7,0%,0,0-0,0%
8,0,1481,〇,2,0,0,5,4,44.4%,0,3,1,5,,吉爾貝克,212,,34,,0,0,0,6,38.8%,4,5,21.2%,24:41,9,4-9,44.4%,0,0-0,0%,3,0-3,0%
,,,,,,,,,,,,,,,布依德,213,,42,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
