points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,0,691,,0,1,0,1,4,25%,0,0,0,0,,賴廷恩,40,,0,,3,0,2,1,25%,1,1,15.7%,11:31,2,1-2,50%,2,0-2,0%,0,0-0,0%
12,-6,2189,〇,3,5,2,5,17,41.7%,2,0,1,1,,林書緯,41,,1,,3,2,4,6,46.6%,2,4,19.1%,36:29,6,2-6,33.3%,6,2-6,33.3%,2,2-2,100%
5,13,1289,,0,2,0,1,4,50%,0,2,1,0,,簡偉儒,42,,2,,0,1,0,2,42.5%,1,3,12.1%,21:29,4,1-4,25%,1,1-1,100%,2,0-2,0%
0,-4,210,,1,0,0,0,-2,0%,0,0,0,0,,周桂羽,46,,8,,1,0,0,0,0%,0,2,43.3%,03:30,2,0-2,0%,0,0-0,0%,0,0-0,0%
2,-10,1311,,1,3,0,2,0,16.7%,0,2,0,1,,林志傑,48,,12,,1,0,3,2,14.5%,1,2,16.2%,21:51,3,1-3,33.3%,3,0-3,0%,2,0-2,0%
0,-5,618,〇,1,0,0,0,-3,0%,0,0,0,1,,林孟學,49,,13,,0,0,2,0,0%,0,0,13%,10:18,0,0-0,0%,2,0-2,0%,0,0-0,0%
13,-7,2308,〇,1,3,0,5,17,54.5%,1,0,2,2,,蔡文誠,50,,14,,0,0,1,7,56.8%,6,4,14.2%,38:28,10,6-10,60%,1,0-1,0%,1,1-1,100%
19,-9,2077,〇,0,2,0,12,28,44.4%,3,0,4,5,,辛特力,51,,17,,2,2,6,16,49.2%,5,5,24.6%,34:37,10,5-10,50%,8,2-8,25%,3,3-3,100%
3,-1,826,,2,0,2,3,1,20%,1,1,0,2,,曾祥鈞,52,,21,,0,0,1,3,25.5%,1,3,26.2%,13:46,4,1-4,25%,1,0-1,0%,2,1-2,50%
2,4,409,,0,0,0,1,1,33.3%,0,0,0,0,,張耕淯,66,,29,,0,0,1,1,33.3%,1,1,21.6%,06:49,2,1-2,50%,1,0-1,0%,0,0-0,0%
22,-10,2082,〇,5,2,3,7,21,52.8%,3,3,3,1,,塞瑟夫,54,,32,,1,1,3,10,53.3%,8,6,32.6%,34:42,14,8-14,57.1%,4,1-4,25%,6,3-6,50%
0,5,390,,1,0,0,1,-1,0%,0,0,0,0,,曾文鼎,56,,76,,1,0,0,1,0%,0,2,21.6%,06:30,2,0-2,0%,0,0-0,0%,0,0-0,0%
