points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-13,966,〇,0,0,0,0,7,25%,4,0,1,1,,李盈鋒,287,,1,,4,1,3,1,45.1%,0,2,20.5%,16:06,2,0-2,0%,4,1-4,25%,4,4-4,100%
2,4,1293,,2,4,0,1,-2,14.3%,0,2,0,0,,林仕軒,231,,2,,1,0,2,1,12.7%,1,4,19.9%,21:33,5,1-5,20%,2,0-2,0%,2,0-2,0%
9,-1,1206,,0,1,0,5,8,38.9%,2,2,0,0,,陳俊男,232,,3,,1,1,2,5,41.8%,2,4,22.7%,20:06,6,2-6,33.3%,3,1-3,33.3%,4,2-4,50%
23,-20,1886,〇,4,2,0,4,18,50%,6,1,1,3,,楊敬敏,87,,6,,3,3,6,5,57.3%,4,4,32.8%,31:26,8,4-8,50%,9,3-9,33.3%,7,6-7,85.7%
4,4,500,,0,1,0,2,2,0%,4,0,0,0,,林力仁,76,,7,,0,0,3,2,29.6%,0,2,35.7%,08:20,2,0-2,0%,3,0-3,0%,4,4-4,100%
11,-23,1587,〇,4,1,0,2,8,50%,2,2,2,3,,李愷諺,233,,9,,3,1,2,4,51.1%,3,3,24%,26:27,6,3-6,50%,3,1-3,33.3%,4,2-4,50%
8,-3,1308,,2,1,0,0,6,60%,2,0,1,1,,簡祐哲,234,,10,,1,2,2,1,68%,0,1,15.8%,21:48,1,0-1,0%,4,2-4,50%,2,2-2,100%
4,-16,1572,〇,1,2,0,0,0,12.5%,2,0,1,1,,洪楷傑,235,,11,,1,0,3,1,22.5%,1,4,16.1%,26:12,5,1-5,20%,3,0-3,0%,2,2-2,100%
2,4,390,,0,0,1,1,5,0%,2,0,0,0,,曾于豪,236,,15,,1,0,0,1,113.6%,0,0,6.2%,06:30,0,0-0,0%,0,0-0,0%,2,2-2,100%
0,-8,1223,,3,0,1,0,1,0%,0,0,2,4,,聶歐瑪,238,,25,,2,0,0,2,0%,0,1,8.4%,20:23,1,0-1,0%,0,0-0,0%,0,0-0,0%
6,5,1359,,1,1,0,2,4,33.3%,0,0,0,2,,張文平,239,,28,,3,2,5,2,33.3%,0,2,19.2%,22:39,2,0-2,0%,7,2-7,28.6%,0,0-0,0%
4,-28,1110,〇,2,0,0,2,2,40%,0,0,0,4,,楊興治,228,,33,,1,0,0,2,40%,2,3,16.4%,18:30,5,2-5,40%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,湯瑪士,250,,40,,,,,,,,,,DNP,,,,,,,,,
