points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,1,1496,〇,0,1,0,4,2,10%,3,1,0,3,,陳振傑,148,,0,,2,0,4,4,21.3%,1,5,21.1%,24:56,6,1-6,16.7%,4,0-4,0%,4,3-4,75%
,,,,,,,,,,,,,,,成力煥,72,,7,,,,,,,,,,DNP,,,,,,,,,
3,0,1208,〇,2,3,0,2,2,25%,0,0,0,1,,王振原,227,,8,,1,1,3,2,25%,0,2,17.2%,20:08,2,0-2,0%,4,1-4,25%,0,0-0,0%
8,10,1297,,0,1,0,2,7,50%,0,0,0,3,,吳永盛,229,,14,,1,2,3,2,50%,1,2,16.4%,21:37,3,1-3,33.3%,5,2-5,40%,0,0-0,0%
0,-2,736,,0,2,0,3,2,0%,0,0,0,1,,楊盛硯,93,,18,,0,0,2,3,0%,0,1,10.8%,12:16,1,0-1,0%,2,0-2,0%,0,0-0,0%
12,19,1810,,2,3,0,4,11,54.5%,0,0,0,2,,簡浩,222,,21,,1,4,4,4,54.5%,0,3,18.6%,30:10,3,0-3,0%,8,4-8,50%,0,0-0,0%
11,13,2273,〇,1,3,0,2,12,35.7%,6,0,2,0,,錢肯尼,149,,23,,0,1,1,4,57.1%,1,4,12.4%,37:53,5,1-5,20%,2,1-2,50%,6,6-6,100%
13,10,2143,〇,2,2,2,9,22,65%,0,0,0,3,,李德威,94,,26,,3,3,3,9,65%,2,2,14.8%,35:43,4,2-4,50%,6,3-6,50%,0,0-0,0%
23,23,1739,〇,0,5,1,10,32,76.9%,3,3,1,0,,揚科維奇,259,,33,,0,4,4,11,73.5%,4,1,24%,28:59,5,4-5,80%,8,4-8,50%,6,3-6,50%
25,1,1698,,2,1,0,6,21,39.6%,6,2,7,5,,布依德,213,,42,,1,1,3,13,45.4%,8,12,45.4%,28:18,20,8-20,40%,4,1-4,25%,8,6-8,75%
