points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-1,1150,〇,1,1,0,3,2,25%,0,2,0,1,,賴廷恩,40,,0,,2,0,2,3,20.5%,1,1,13.6%,19:10,2,1-2,50%,2,0-2,0%,2,0-2,0%
8,-6,1730,,2,4,1,1,12,50%,0,0,1,4,,林書緯,41,,1,,4,2,4,2,50%,1,1,15.7%,28:50,2,1-2,50%,6,2-6,33.3%,0,0-0,0%
10,-2,1304,〇,1,2,0,2,9,55.6%,0,0,1,2,,簡偉儒,42,,2,,0,2,4,3,55.6%,2,1,20.9%,21:44,3,2-3,66.7%,6,2-6,33.3%,0,0-0,0%
3,-4,549,,0,0,0,0,0,25%,1,1,0,0,,張宗憲,43,,3,,1,0,1,0,30.7%,1,2,23.8%,09:09,3,1-3,33.3%,1,0-1,0%,2,1-2,50%
11,4,1318,〇,0,1,0,0,10,55%,0,0,0,5,,周桂羽,46,,8,,4,3,4,0,55%,1,2,20.9%,21:58,3,1-3,33.3%,7,3-7,42.9%,0,0-0,0%
17,-12,2321,〇,1,3,1,7,11,44.4%,1,6,1,2,,瓊斯,261,,11,,0,2,2,8,40.3%,5,9,25.5%,38:41,14,5-14,35.7%,4,2-4,50%,7,1-7,14.3%
11,-5,931,,0,2,0,4,14,37.5%,5,2,4,0,,林志傑,48,,12,,0,0,4,8,49.6%,3,1,32.4%,15:31,4,3-4,75%,4,0-4,0%,7,5-7,71.4%
0,-3,211,,0,0,0,0,-1,0%,0,0,0,0,,林孟學,49,,13,,0,0,1,0,0%,0,0,14.6%,03:31,0,0-0,0%,1,0-1,0%,0,0-0,0%
8,-3,904,,0,0,0,2,8,50%,0,0,1,1,,蔡文誠,50,,14,,1,0,0,3,50%,4,4,23.4%,15:04,8,4-8,50%,0,0-0,0%,0,0-0,0%
0,-6,298,〇,1,1,0,2,2,0%,0,0,0,3,,曾祥鈞,52,,21,,0,0,0,2,0%,0,0,11%,04:58,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,4,911,,2,0,1,6,9,37.5%,2,2,3,2,,石博恩,53,,23,,1,1,0,9,43.4%,0,3,22.7%,15:11,3,0-3,0%,1,1-1,100%,4,2-4,50%
9,3,604,,0,0,1,2,8,60%,3,1,0,1,,張耕淯,66,,29,,0,2,1,2,66.6%,0,2,29.6%,10:04,2,0-2,0%,3,2-3,66.7%,4,3-4,75%
7,-4,2169,,2,4,1,2,7,38.9%,0,0,1,2,,曾文鼎,56,,76,,0,1,5,3,38.9%,2,1,13.4%,36:09,3,2-3,66.7%,6,1-6,16.7%,0,0-0,0%
