points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,3,248,,0,1,0,0,1,0%,0,0,0,0,,李盈鋒,287,,1,,0,0,0,0,0%,0,0,0%,04:08,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,14,906,,0,2,0,1,8,41.7%,0,0,2,2,,林仕軒,231,,2,,2,1,4,3,41.7%,1,0,16.1%,15:06,1,1-1,100%,5,1-5,20%,0,0-0,0%
5,17,714,,1,0,0,2,4,25%,3,0,0,0,,陳俊男,232,,3,,1,0,0,2,47%,1,3,23.1%,11:54,4,1-4,25%,0,0-0,0%,3,3-3,100%
33,-9,2251,〇,1,2,0,8,17,40.9%,6,6,3,4,,麥卡洛,253,,5,,0,5,9,11,43.1%,6,13,42.6%,37:31,19,6-19,31.6%,14,5-14,35.7%,12,6-12,50%
14,-18,1397,〇,2,0,0,1,7,41.7%,4,0,1,3,,楊敬敏,87,,6,,0,0,3,2,50.9%,5,4,27.5%,23:17,9,5-9,55.6%,3,0-3,0%,4,4-4,100%
14,-13,1502,〇,4,1,0,3,10,60%,2,1,1,2,,李愷諺,233,,9,,1,2,2,4,61.8%,3,3,24.6%,25:02,6,3-6,50%,4,2-4,50%,3,2-3,66.7%
0,-19,797,,0,0,0,0,-5,0%,0,2,0,1,,簡祐哲,234,,10,,0,0,3,0,0%,0,0,12%,13:17,0,0-0,0%,3,0-3,0%,2,0-2,0%
0,-12,1090,〇,1,1,0,0,-1,0%,0,0,0,0,,洪楷傑,235,,11,,1,0,2,0,0%,0,0,6.7%,18:10,0,0-0,0%,2,0-2,0%,0,0-0,0%
1,-19,892,,1,2,1,1,1,0%,1,1,1,1,,洪志善,237,,24,,0,0,3,2,12.9%,0,0,14%,14:52,0,0-0,0%,3,0-3,0%,2,1-2,50%
6,2,1294,,1,0,0,3,6,60%,0,0,0,2,,張文平,239,,28,,1,2,1,3,60%,0,2,11.5%,21:34,2,0-2,0%,3,2-3,66.7%,0,0-0,0%
0,-4,527,,1,1,0,3,1,0%,0,0,0,1,,楊興治,228,,33,,0,0,0,3,0%,0,2,15.1%,08:47,2,0-2,0%,0,0-0,0%,0,0-0,0%
13,-16,1688,〇,1,1,0,5,18,65%,0,1,5,0,,湯瑪士,250,,40,,0,1,2,10,62.3%,5,2,16.4%,28:08,7,5-7,71.4%,3,1-3,33.3%,1,0-1,0%
8,-6,1094,,1,0,0,5,15,100%,6,0,2,2,,戴維斯,69,,50,,1,0,0,7,109.9%,1,0,10.4%,18:14,1,1-1,100%,0,0-0,0%,6,6-6,100%
