points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
12,-8,796,,2,0,0,3,13,91.7%,1,0,0,0,,陳振傑,148,,0,,1,1,0,3,93.2%,4,1,28.5%,13:16,5,4-5,80%,1,1-1,100%,1,1-1,100%
12,-6,1857,〇,1,2,0,4,15,85.7%,0,0,0,2,,成力煥,72,,7,,0,2,1,4,85.7%,3,1,11.7%,30:57,4,3-4,75%,3,2-3,66.7%,0,0-0,0%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
11,-3,1724,,3,9,0,2,18,56.3%,2,0,1,3,,林俊吉,90,,11,,3,3,5,3,61.9%,0,0,18.6%,28:44,0,0-0,0%,8,3-8,37.5%,2,2-2,100%
5,-14,1156,〇,1,1,0,1,-2,25%,0,0,0,4,,吳永盛,229,,14,,0,1,4,1,25%,1,4,25.4%,19:16,5,1-5,20%,5,1-5,20%,0,0-0,0%
,,,,,,,,,,,,,,,楊盛硯,93,,18,,,,,,,,,,DNP,,,,,,,,,
25,-6,2472,,3,7,0,3,26,64.7%,3,0,1,3,,簡浩,222,,21,,2,6,9,4,68.2%,2,0,22.8%,41:12,2,2-2,100%,15,6-15,40%,3,3-3,100%
5,-18,2314,〇,4,4,0,3,0,14.3%,3,3,1,2,,錢肯尼,149,,23,,0,0,3,4,25.9%,1,3,15.8%,38:34,4,1-4,25%,3,0-3,0%,6,3-6,50%
8,-7,762,〇,0,0,0,2,9,100%,2,0,0,1,,忻沃克,155,Randall Walko,24,,0,2,1,2,103.1%,0,0,14.2%,12:42,0,0-0,0%,3,2-3,66.7%,2,2-2,100%
0,1,736,,2,1,3,4,6,0%,0,0,0,4,,李德威,94,,26,,0,0,0,4,0%,0,0,7.3%,12:16,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,吳松蔚,95,,30,,,,,,,,,,DNP,,,,,,,,,
7,-7,833,,2,0,0,4,8,60%,1,0,1,4,,吉爾貝克,212,,34,,0,0,0,5,64.3%,3,2,25.1%,13:53,5,3-5,60%,0,0-0,0%,1,1-1,100%
18,-17,1750,〇,4,2,1,8,22,43.8%,4,0,4,2,,布依德,213,,42,,2,0,1,12,50.7%,7,8,32.9%,29:10,15,7-15,46.7%,1,0-1,0%,4,4-4,100%
