points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,0,830,,0,2,0,2,6,25%,1,0,1,1,,陳振傑,148,,0,,1,0,2,3,33.8%,1,1,14.5%,13:50,2,1-2,50%,2,0-2,0%,1,1-1,100%
9,-3,1905,〇,3,0,0,3,3,36.4%,1,0,1,4,,成力煥,72,,7,,1,2,4,4,39.3%,1,4,19.8%,31:45,5,1-5,20%,6,2-6,33.3%,1,1-1,100%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
15,17,1625,,3,5,0,3,18,62.5%,0,0,0,1,,林俊吉,90,,11,,4,3,3,3,62.5%,3,3,23.7%,27:05,6,3-6,50%,6,3-6,50%,0,0-0,0%
5,-7,1391,〇,0,3,0,0,6,31.3%,0,0,1,1,,吳永盛,229,,14,,3,1,2,1,31.3%,1,4,14.8%,23:11,5,1-5,20%,3,1-3,33.3%,0,0-0,0%
,,,,,,,,,,,,,,,楊盛硯,93,,18,,,,,,,,,,DNP,,,,,,,,,
11,8,1928,,1,3,0,4,10,36.4%,3,0,0,1,,簡浩,222,,21,,1,2,8,4,44.6%,1,0,17.7%,32:08,1,1-1,100%,10,2-10,20%,3,3-3,100%
8,6,2163,〇,3,3,0,3,7,38.9%,1,1,2,2,,錢肯尼,149,,23,,1,1,1,5,40.5%,2,5,15.2%,36:03,7,2-7,28.6%,2,1-2,50%,2,1-2,50%
7,4,1389,〇,3,1,0,3,5,60%,1,1,0,0,,忻沃克,155,Randall Walko,24,,1,2,1,3,59.5%,0,2,16.4%,23:09,2,0-2,0%,3,2-3,66.7%,2,1-2,50%
,,,,,,,,,,,,,,,李德威,94,,26,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,吳松蔚,95,,30,,,,,,,,,,DNP,,,,,,,,,
20,-9,2044,〇,4,1,3,6,18,44.7%,3,1,3,3,,揚科維奇,259,,33,,1,1,4,9,48.2%,7,7,31%,34:04,14,7-14,50%,5,1-5,20%,4,3-4,75%
14,19,1125,,2,2,5,8,28,77.8%,0,0,2,6,,吉爾貝克,212,,34,,1,0,0,10,77.8%,7,2,26%,18:45,9,7-9,77.8%,0,0-0,0%,0,0-0,0%
