points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
8,13,1508,,0,2,0,2,7,50%,0,0,0,0,,賴廷恩,40,,0,,0,2,3,2,50%,1,2,16.3%,25:08,3,1-3,33.3%,5,2-5,40%,0,0-0,0%
10,-2,1353,,0,0,0,2,9,71.4%,0,0,0,4,,簡偉儒,42,,2,,0,2,1,2,71.4%,2,2,16.2%,22:33,4,2-4,50%,3,2-3,66.7%,0,0-0,0%
22,13,2053,〇,2,6,0,3,22,55.6%,2,0,1,2,,張宗憲,43,,3,,1,2,3,4,58.3%,7,6,31.3%,34:13,13,7-13,53.8%,5,2-5,40%,2,2-2,100%
3,-7,1119,〇,2,2,0,1,1,30%,0,0,0,3,,周桂羽,46,,8,,1,1,1,1,30%,0,3,19.8%,18:39,3,0-3,0%,2,1-2,50%,0,0-0,0%
17,5,1747,〇,1,0,0,10,20,57.1%,1,1,2,0,,瓊斯,261,,11,,0,2,2,12,57.1%,5,5,27.9%,29:07,10,5-10,50%,4,2-4,50%,2,1-2,50%
4,2,1628,〇,2,4,1,6,12,30%,1,1,2,0,,林志傑,48,,12,,2,1,3,8,34%,0,1,14.9%,27:08,1,0-1,0%,4,1-4,25%,2,1-2,50%
,,,,,,,,,,,,,,,林孟學,49,,13,,,,,,,,,,DNP,,,,,,,,,
0,-7,827,,2,0,0,1,-2,0%,0,0,2,1,,蔡文誠,50,,14,,2,0,1,3,0%,0,4,27.4%,13:47,4,0-4,0%,1,0-1,0%,0,0-0,0%
3,2,532,,0,0,0,0,3,100%,1,1,1,0,,曾祥鈞,52,,21,,0,0,0,1,79.8%,1,0,12%,08:52,1,1-1,100%,0,0-0,0%,2,1-2,50%
0,6,152,,0,0,0,0,0,0%,0,0,0,1,,張耕淯,66,,29,,0,0,0,0,0%,0,0,0%,02:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
19,17,2512,〇,2,1,4,10,29,80%,3,1,0,3,,塞瑟夫,54,,32,,1,2,0,10,80.8%,5,3,17.1%,41:52,8,5-8,62.5%,2,2-2,100%,4,3-4,75%
0,-12,969,,1,2,0,2,-1,0%,0,0,0,1,,曾文鼎,56,,76,,0,0,2,2,0%,0,2,15.9%,16:09,2,0-2,0%,2,0-2,0%,0,0-0,0%
