points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,4,377,,0,2,0,1,6,75%,0,0,0,0,,陳振傑,148,,0,,1,1,1,1,75%,0,0,14.8%,06:17,0,0-0,0%,2,1-2,50%,0,0-0,0%
13,-3,1980,〇,0,1,0,2,13,55.6%,3,0,1,0,,成力煥,72,,7,,1,2,3,3,63%,2,2,13.9%,33:00,4,2-4,50%,5,2-5,40%,3,3-3,100%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
7,-6,1173,,1,4,0,1,9,50%,1,0,0,2,,林俊吉,90,,11,,1,0,2,1,54.3%,3,1,17.4%,19:33,4,3-4,75%,2,0-2,0%,1,1-1,100%
16,1,1822,〇,3,3,0,6,19,72.7%,0,0,0,6,,吳永盛,229,,14,,1,2,1,6,72.7%,5,3,20.7%,30:22,8,5-8,62.5%,3,2-3,66.7%,0,0-0,0%
3,-2,364,,0,0,0,0,2,0%,3,0,0,1,,楊盛硯,93,,18,,0,0,0,0,64.7%,0,1,17.2%,06:04,1,0-1,0%,0,0-0,0%,3,3-3,100%
11,7,1869,〇,4,4,0,5,8,33.3%,3,2,0,5,,簡浩,222,,21,,3,2,6,5,38.7%,1,3,26%,31:09,4,1-4,25%,8,2-8,25%,5,3-5,60%
20,5,2332,〇,0,3,1,2,19,53.8%,6,4,2,0,,錢肯尼,149,,23,,1,0,3,4,57.5%,7,3,20.3%,38:52,10,7-10,70%,3,0-3,0%,10,6-10,60%
16,1,1700,,1,6,0,7,23,72.2%,3,1,0,2,,忻沃克,155,Randall Walko,24,,0,3,1,7,74.3%,2,3,18.6%,28:20,5,2-5,40%,4,3-4,75%,4,3-4,75%
5,-17,732,,4,1,0,0,-1,41.7%,0,0,1,2,,李德威,94,,26,,0,1,0,1,41.7%,1,4,37%,12:12,5,1-5,20%,1,1-1,100%,0,0-0,0%
12,20,2051,〇,4,1,2,13,28,55.6%,2,2,9,3,,吉爾貝克,212,,34,,1,0,0,22,55.8%,5,4,19.3%,34:11,9,5-9,55.6%,0,0-0,0%,4,2-4,50%
,,,,,,,,,,,,,,,布依德,213,,42,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
