points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
26,22,1822,〇,2,2,1,8,32,55.3%,5,0,3,4,,羅賓森,247,,0,,3,1,1,11,61.3%,9,8,38.5%,30:22,17,9-17,52.9%,2,1-2,50%,5,5-5,100%
20,14,2339,〇,4,3,1,15,32,61.5%,4,2,2,3,,喬丹,220,Jordan Tolbert,1,,2,0,1,17,63.9%,8,4,25.7%,38:59,12,8-12,66.7%,1,0-1,0%,6,4-6,66.7%
7,25,1916,〇,1,1,0,1,5,58.3%,0,0,0,0,,吳家駿,215,,3,G,0,1,3,1,58.3%,2,0,11.2%,31:56,2,2-2,100%,4,1-4,25%,0,0-0,0%
,,,,,,,,,,,,,,,施顏宗,214,,5,,,,,,,,,,DNP,,,,,,,,,
2,7,1758,,0,2,0,2,1,0%,2,0,0,2,,關達祐,58,,6,G,1,0,3,2,14.5%,0,3,11.8%,29:18,3,0-3,0%,3,0-3,0%,2,2-2,100%
,,,,,,,,,,,,,,,林耀宗,59,,7,,,,,,,,,,DNP,,,,,,,,,
4,-7,785,,1,0,0,1,0,20%,2,0,0,1,,李家慷,218,,12,G,0,0,3,1,34%,1,1,26.3%,13:05,2,1-2,50%,3,0-3,0%,2,2-2,100%
10,8,2231,〇,2,1,0,7,17,71.4%,0,0,1,2,,陳昱瑞,219,,13,,3,2,2,8,71.4%,2,1,12.1%,37:11,3,2-3,66.7%,4,2-4,50%,0,0-0,0%
,,,,,,,,,,,,,,,林正,64,,25,,,,,,,,,,DNP,,,,,,,,,
12,21,1950,〇,2,2,1,2,12,60%,0,0,0,1,,施晉堯,65,,28,G,1,0,4,2,60%,6,0,18.7%,32:30,6,6-6,100%,4,0-4,0%,0,0-0,0%
6,-1,1167,,1,2,0,3,8,33.3%,0,0,2,1,,陳冠全,67,,30,G,2,0,2,5,33.3%,3,4,26.2%,19:27,7,3-7,42.9%,2,0-2,0%,0,0-0,0%
1,1,432,,1,0,1,1,1,0%,1,1,0,0,,溫立煌,225,,45,,0,0,0,1,56.8%,0,0,13.4%,07:12,0,0-0,0%,0,0-0,0%,2,1-2,50%
,,,,,,,,,,,,,,,盧峻翔,226,,69,,,,,,,,,,DNP,,,,,,,,,
