points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,陳振傑,148,,0,,,,,,,,,,DNP,,,,,,,,,
8,-4,1450,〇,5,1,0,0,-3,40%,0,0,0,2,,成力煥,72,,7,,0,2,4,0,40%,1,3,25.3%,24:10,4,1-4,25%,6,2-6,33.3%,0,0-0,0%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
5,-11,1373,〇,6,2,0,1,-3,25%,2,0,0,3,,林俊吉,90,,11,,0,1,3,1,36.3%,0,2,23.7%,22:53,2,0-2,0%,4,1-4,25%,2,2-2,100%
6,7,1507,,1,4,0,1,3,22.7%,1,1,2,4,,吳永盛,229,,14,,1,1,3,3,25.3%,1,6,20.9%,25:07,7,1-7,14.3%,4,1-4,25%,2,1-2,50%
0,4,280,,0,0,0,0,-1,0%,0,0,0,1,,楊盛硯,93,,18,,0,0,1,0,0%,0,0,10.1%,04:40,0,0-0,0%,1,0-1,0%,0,0-0,0%
8,0,2146,,0,4,0,5,13,36.4%,0,0,3,1,,簡浩,222,,21,,1,2,7,8,36.4%,1,1,12.7%,35:46,2,1-2,50%,9,2-9,22.2%,0,0-0,0%
,,,,,,,,,,,,,,,錢肯尼,149,,23,,,,,,,,,,DNP,,,,,,,,,
15,-9,1954,〇,3,4,1,7,19,63.6%,1,2,0,4,,忻沃克,155,Randall Walko,24,,1,0,4,7,60.9%,7,0,19.4%,32:34,7,7-7,100%,4,0-4,0%,3,1-3,33.3%
12,-2,1979,,4,0,0,9,12,45.8%,1,0,1,3,,李德威,94,,26,,1,1,5,10,48.2%,4,2,20.8%,32:59,6,4-6,66.7%,6,1-6,16.7%,1,1-1,100%
8,-8,1647,〇,3,0,2,8,16,50%,0,0,4,1,,吉爾貝克,212,,34,,1,0,0,12,50%,4,4,16.5%,27:27,8,4-8,50%,0,0-0,0%,0,0-0,0%
15,3,2064,〇,2,2,1,11,19,37.5%,0,2,6,0,,布依德,213,,42,,2,3,7,17,35.9%,3,7,27.3%,34:24,10,3-10,30%,10,3-10,30%,2,0-2,0%
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
