points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,賴廷恩,40,,0,,,,,,,,,,DNP,,,,,,,,,
0,-17,1644,〇,1,1,1,1,1,0%,0,0,3,1,,林書緯,41,,1,,2,0,2,4,0%,0,4,10.6%,27:24,4,0-4,0%,2,0-2,0%,0,0-0,0%
8,1,1167,,2,2,0,2,11,66.7%,0,0,2,0,,簡偉儒,42,,2,,2,2,2,4,66.7%,1,1,17.2%,19:27,2,1-2,50%,4,2-4,50%,0,0-0,0%
20,-16,2094,〇,3,2,0,1,7,43.5%,0,0,1,4,,張宗憲,43,,3,,1,4,5,2,43.5%,4,10,31.2%,34:54,14,4-14,28.6%,9,4-9,44.4%,0,0-0,0%
5,6,690,,3,0,1,1,5,83.3%,0,0,0,4,,周桂羽,46,,8,,2,1,0,1,83.3%,1,1,22.3%,11:30,2,1-2,50%,1,1-1,100%,0,0-0,0%
7,-14,1770,〇,0,2,0,3,10,41.7%,2,0,1,4,,蔡文誠,50,,14,,1,1,2,4,50.9%,1,2,9.7%,29:30,3,1-3,33.3%,3,1-3,33.3%,2,2-2,100%
27,-2,2245,〇,7,7,2,13,36,52.5%,6,1,4,2,,辛特力,51,,17,,1,1,6,17,58.5%,9,4,33.2%,37:25,13,9-13,69.2%,7,1-7,14.3%,7,6-7,85.7%
2,2,567,,1,1,0,1,3,33.3%,0,0,0,0,,曾祥鈞,52,,21,,2,0,1,1,33.3%,1,1,18.2%,09:27,2,1-2,50%,1,0-1,0%,0,0-0,0%
5,7,1303,,1,0,0,6,11,33.3%,1,1,5,3,,石博恩,53,,23,,1,0,2,11,36.3%,2,2,15.3%,21:43,4,2-4,50%,2,0-2,0%,2,1-2,50%
2,5,522,,0,0,0,0,0,0%,2,0,0,1,,張耕淯,66,,29,,0,0,1,0,34.7%,0,1,14.7%,08:42,1,0-1,0%,1,0-1,0%,2,2-2,100%
26,-7,2398,〇,4,0,0,10,29,84.6%,4,0,1,2,,塞瑟夫,54,,32,,0,4,0,11,88.1%,5,4,19.7%,39:58,9,5-9,55.6%,4,4-4,100%,4,4-4,100%
