points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,0,580,,0,2,0,1,7,50%,0,0,1,0,,賴廷恩,40,,0,,1,0,0,2,50%,2,2,19.8%,09:40,4,2-4,50%,0,0-0,0%,0,0-0,0%
14,9,1869,,1,5,0,1,14,54.5%,2,0,1,2,,林書緯,41,,1,,0,2,4,2,58.9%,3,2,18.5%,31:09,5,3-5,60%,6,2-6,33.3%,2,2-2,100%
3,-5,638,〇,0,0,0,3,1,25%,0,0,0,1,,簡偉儒,42,,2,,0,1,3,3,25%,0,2,26.7%,10:38,2,0-2,0%,4,1-4,25%,0,0-0,0%
12,-5,1376,〇,0,1,1,3,15,71.4%,2,0,1,4,,周桂羽,46,,8,,0,2,1,4,76.1%,2,2,16%,22:56,4,2-4,50%,3,2-3,66.7%,2,2-2,100%
2,6,1073,,0,2,0,4,6,25%,0,0,1,2,,林志傑,48,,12,,0,0,3,5,25%,1,0,10.5%,17:53,1,1-1,100%,3,0-3,0%,0,0-0,0%
0,-2,309,,0,0,0,1,1,0%,0,0,0,0,,林孟學,49,,13,,0,0,0,1,0%,0,0,0%,05:09,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,1,641,,0,1,0,1,0,20%,0,1,1,1,,蔡文誠,50,,14,,0,0,0,2,18.4%,1,4,24.2%,10:41,5,1-5,20%,0,0-0,0%,1,0-1,0%
26,-3,2014,〇,3,3,0,11,30,52.2%,2,1,4,2,,辛特力,51,,17,,3,4,6,15,53.5%,6,7,36.9%,33:34,13,6-13,46.2%,10,4-10,40%,3,2-3,66.7%
2,7,482,,1,0,0,1,0,33.3%,0,1,1,3,,曾祥鈞,52,,21,,0,0,0,2,29.1%,1,2,24.7%,08:02,3,1-3,33.3%,0,0-0,0%,1,0-1,0%
0,6,486,,0,0,0,1,0,0%,0,0,0,1,,張耕淯,66,,29,,0,0,0,1,0%,0,1,5.6%,08:06,1,0-1,0%,0,0-0,0%,0,0-0,0%
15,0,2665,〇,1,2,2,4,15,43.8%,1,1,4,1,,塞瑟夫,54,,32,,0,2,8,8,44.4%,4,2,18.1%,44:25,6,4-6,66.7%,10,2-10,20%,2,1-2,50%
15,6,2267,〇,2,7,1,4,21,46.4%,2,0,4,2,,曾文鼎,56,,76,,0,1,5,8,50.4%,5,3,20.3%,37:47,8,5-8,62.5%,6,1-6,16.7%,2,2-2,100%
