points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,李盈鋒,287,,1,,,,,,,,,,DNP,,,,,,,,,
0,-2,121,,0,1,0,0,1,0%,0,0,0,2,,陳俊男,232,,3,,0,0,0,0,0%,0,0,0%,02:01,0,0-0,0%,0,0-0,0%,0,0-0,0%
20,2,2295,〇,4,1,3,11,18,38.1%,4,3,4,3,,麥卡洛,253,,5,,0,2,3,15,41.5%,5,11,29.8%,38:15,16,5-16,31.3%,5,2-5,40%,7,4-7,57.1%
13,6,2212,〇,5,1,0,5,9,25%,8,2,2,1,,楊敬敏,87,,6,,3,1,4,7,45.1%,1,4,21.7%,36:52,5,1-5,20%,5,1-5,20%,10,8-10,80%
0,-4,233,,0,0,0,0,-1,0%,0,0,0,1,,林力仁,76,,7,,0,0,0,0,0%,0,1,13.4%,03:53,1,0-1,0%,0,0-0,0%,0,0-0,0%
20,10,2106,〇,2,5,0,2,22,72.7%,4,0,0,1,,李愷諺,233,,9,,1,2,3,2,78.4%,5,1,17%,35:06,6,5-6,83.3%,5,2-5,40%,4,4-4,100%
0,5,930,,1,1,0,1,-4,0%,0,0,0,2,,簡祐哲,234,,10,,0,0,3,1,0%,0,2,16.1%,15:30,2,0-2,0%,3,0-3,0%,0,0-0,0%
3,4,1717,〇,1,0,0,2,2,30%,0,0,0,4,,洪楷傑,235,,11,,2,1,4,2,30%,0,0,8.6%,28:37,0,0-0,0%,5,1-5,20%,0,0-0,0%
4,-5,774,,2,2,0,2,6,100%,2,0,0,0,,洪志善,237,,24,,0,0,0,2,106.4%,1,0,13%,12:54,1,1-1,100%,0,0-0,0%,2,2-2,100%
5,1,547,,1,0,0,2,3,25%,3,0,0,3,,張文平,239,,28,,0,0,3,2,47%,1,0,28.3%,09:07,1,1-1,100%,3,0-3,0%,3,3-3,100%
,,,,,,,,,,,,,,,楊興治,228,,33,,,,,,,,,,DNP,,,,,,,,,
18,11,2297,〇,4,1,1,14,29,50%,3,1,8,0,,湯瑪士,250,,40,,0,1,2,22,53.7%,6,6,22%,38:17,12,6-12,50%,3,1-3,33.3%,4,3-4,75%
14,-3,1168,,3,1,2,4,16,66.7%,6,3,3,2,,戴維斯,69,,50,,0,0,0,7,70.3%,4,2,27.5%,19:28,6,4-6,66.7%,0,0-0,0%,9,6-9,66.7%
