points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-6,320,,0,0,0,1,1,33.3%,0,0,0,0,,李盈鋒,287,,1,,0,0,1,1,33.3%,1,1,24.2%,05:20,2,1-2,50%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,陳俊男,232,,3,,,,,,,,,,DNP,,,,,,,,,
9,12,612,〇,2,0,0,2,4,50%,0,0,0,0,,麥卡洛,253,,5,,1,3,3,2,50%,0,3,44.3%,10:12,3,0-3,0%,6,3-6,50%,0,0-0,0%
14,-12,1656,〇,4,1,0,2,4,26.7%,6,0,1,0,,楊敬敏,87,,6,,2,2,7,3,39.7%,1,5,32.3%,27:36,6,1-6,16.7%,9,2-9,22.2%,6,6-6,100%
,,,,,,,,,,,,,,,林力仁,76,,7,,,,,,,,,,DNP,,,,,,,,,
9,-1,1524,〇,0,2,0,1,10,40%,5,3,2,4,,李愷諺,233,,9,,2,0,1,3,52.8%,2,2,13.7%,25:24,4,2-4,50%,1,0-1,0%,8,5-8,62.5%
6,1,848,,0,1,0,1,9,100%,0,0,1,1,,簡祐哲,234,,10,,1,2,1,2,100%,0,0,8.6%,14:08,0,0-0,0%,3,2-3,66.7%,0,0-0,0%
9,-1,1916,,2,3,0,2,8,56.3%,0,0,0,2,,洪楷傑,235,,11,,1,3,4,2,56.3%,0,1,13%,31:56,1,0-1,0%,7,3-7,42.9%,0,0-0,0%
0,0,855,,1,4,0,1,2,0%,0,0,0,0,,洪志善,237,,24,,0,0,2,1,0%,0,0,8.6%,14:15,0,0-0,0%,2,0-2,0%,0,0-0,0%
2,10,812,,2,0,0,4,9,100%,0,0,4,1,,聶歐瑪,238,,25,,1,0,0,8,100%,1,0,9.3%,13:32,1,1-1,100%,0,0-0,0%,0,0-0,0%
12,-6,1266,,1,0,0,2,10,57.1%,4,0,1,3,,張文平,239,,28,,0,2,3,3,68.5%,1,1,18.7%,21:06,2,1-2,50%,5,2-5,40%,4,4-4,100%
18,-1,2843,〇,4,7,0,6,16,34.1%,3,1,4,4,,里金斯,254,,34,,2,3,7,10,37.9%,3,9,23.8%,47:23,12,3-12,25%,10,3-10,30%,4,3-4,75%
14,-6,1748,〇,4,2,3,9,24,46.4%,1,0,7,3,,戴維斯,69,,50,,1,1,3,16,48.5%,5,5,25.6%,29:08,10,5-10,50%,4,1-4,25%,1,1-1,100%
