points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-22,1749,〇,5,7,0,3,13,61.1%,0,0,1,1,,賴廷恩,40,,0,,1,3,5,4,61.1%,1,0,21.6%,29:09,1,1-1,100%,8,3-8,37.5%,0,0-0,0%
6,-29,1487,,0,0,0,4,3,18.2%,2,0,2,2,,簡偉儒,42,,2,,0,0,6,6,25.3%,2,3,22.1%,24:47,5,2-5,40%,6,0-6,0%,2,2-2,100%
10,-23,1591,〇,3,3,0,4,11,41.7%,0,0,4,2,,周桂羽,46,,8,,1,2,5,8,41.7%,2,3,25.8%,26:31,5,2-5,40%,7,2-7,28.6%,0,0-0,0%
11,-15,1353,,1,4,0,1,10,33.3%,7,2,1,1,,林志傑,48,,12,,0,0,3,2,55.2%,2,1,22.3%,22:33,3,2-3,66.7%,3,0-3,0%,9,7-9,77.8%
5,-21,1220,〇,0,0,0,2,0,33.3%,1,3,0,2,,林孟學,49,,13,,0,0,0,2,32.2%,2,4,17.3%,20:20,6,2-6,33.3%,0,0-0,0%,4,1-4,25%
11,-9,875,,0,2,0,4,15,83.3%,1,0,0,0,,蔡文誠,50,,14,,0,2,0,4,85.4%,2,2,20.6%,14:35,4,2-4,50%,2,2-2,100%,1,1-1,100%
3,-9,1210,,1,0,0,2,1,33.3%,1,3,1,2,,曾祥鈞,52,,21,,1,0,1,3,31.5%,1,1,12.9%,20:10,2,1-2,50%,1,0-1,0%,4,1-4,25%
8,-13,1585,〇,1,0,1,5,9,31.3%,3,1,1,4,,張耕淯,66,,29,,2,1,3,6,41%,1,3,18.5%,26:25,4,1-4,25%,4,1-4,25%,4,3-4,75%
16,-16,2320,〇,1,3,1,10,19,42.3%,5,4,2,3,,塞瑟夫,54,,32,,0,1,1,12,47.2%,4,7,21.1%,38:40,11,4-11,36.4%,2,1-2,50%,9,5-9,55.6%
6,-28,1010,,0,4,2,1,9,50%,0,2,1,0,,曾文鼎,56,,76,,0,0,2,2,43.6%,3,1,19.2%,16:50,4,3-4,75%,2,0-2,0%,2,0-2,0%
