points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,戴瑞騰,203,,0,,,,,,,,,,DNP,,,,,,,,,
21,-9,2545,〇,2,7,0,7,22,42.9%,3,1,2,2,,塔克,86,,1,,1,2,6,9,46.1%,6,7,23.6%,42:25,13,6-13,46.2%,8,2-8,25%,4,3-4,75%
15,-4,2142,〇,0,1,0,2,16,57.7%,0,0,0,3,,陳又瑋,204,,4,,4,1,0,2,57.7%,6,6,14.9%,35:42,12,6-12,50%,1,1-1,100%,0,0-0,0%
15,-13,2177,〇,1,0,0,5,10,32.6%,0,1,5,2,,班森,205,,6,,3,1,1,10,32%,6,15,27.2%,36:17,21,6-21,28.6%,2,1-2,50%,1,0-1,0%
2,-3,1152,,1,0,0,3,3,25%,0,0,1,1,,王律翔,211,,8,,1,0,1,4,25%,1,2,10.6%,19:12,3,1-3,33.3%,1,0-1,0%,0,0-0,0%
8,2,1455,,2,2,0,5,9,33.3%,2,0,1,1,,王柏智,89,,10,,1,0,2,6,40.5%,3,4,19.8%,24:15,7,3-7,42.9%,2,0-2,0%,2,2-2,100%
0,0,54,,0,0,0,0,0,0%,0,0,0,0,,林均濠,206,,11,,0,0,0,0,0%,0,0,0%,00:54,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-5,514,,2,1,0,0,0,33.3%,0,0,1,2,,鄭德維,207,,12,,0,0,1,1,33.3%,1,1,25.1%,08:34,2,1-2,50%,1,0-1,0%,0,0-0,0%
18,-13,2024,〇,2,1,1,2,11,43.8%,4,1,1,6,,呂政儒,208,,13,,1,2,5,3,49.5%,4,5,24.5%,33:44,9,4-9,44.4%,7,2-7,28.6%,5,4-5,80%
3,-1,229,,1,0,0,0,2,75%,0,0,0,1,,盧哲毅,83,,15,,1,1,1,0,75%,0,0,40.1%,03:49,0,0-0,0%,2,1-2,50%,0,0-0,0%
7,-7,1181,〇,4,0,0,1,5,75%,1,0,0,5,,藍少甫,209,,23,,2,0,0,1,78.8%,3,1,17.8%,19:41,4,3-4,75%,0,0-0,0%,1,1-1,100%
,,,,,,,,,,,,,,,楊浩之,210,,34,,,,,,,,,,DNP,,,,,,,,,
4,3,927,,1,2,0,3,7,66.7%,0,0,0,1,,彭俊諺,70,,63,G,0,0,1,3,66.7%,2,0,10.7%,15:27,2,2-2,100%,1,0-1,0%,0,0-0,0%
