points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-1,318,,0,0,0,1,-1,0%,0,0,0,2,,李盈鋒,287,,1,,0,0,2,1,0%,0,0,17.8%,05:18,0,0-0,0%,2,0-2,0%,0,0-0,0%
7,9,1317,,2,2,0,2,8,70%,0,0,1,5,,林仕軒,231,,2,,0,1,1,3,70%,2,1,14.8%,21:57,3,2-3,66.7%,2,1-2,50%,0,0-0,0%
0,-6,225,,0,1,0,0,0,0%,0,0,0,0,,陳俊男,232,,3,,0,0,0,0,0%,0,1,14.8%,03:45,1,0-1,0%,0,0-0,0%,0,0-0,0%
34,-1,1933,〇,4,1,0,5,30,70.6%,10,2,1,3,,楊敬敏,87,,6,,3,6,7,6,76.3%,3,1,36.5%,32:13,4,3-4,75%,13,6-13,46.2%,12,10-12,83.3%
,,,,,,,,,,,,,,,林力仁,76,,7,,,,,,,,,,DNP,,,,,,,,,
3,-7,1844,〇,2,2,2,4,3,14.3%,1,1,0,3,,李愷諺,233,,9,,1,0,2,4,19%,1,4,14.6%,30:44,5,1-5,20%,2,0-2,0%,2,1-2,50%
3,2,1054,,1,2,0,0,1,30%,0,0,0,2,,簡祐哲,234,,10,,1,1,3,0,30%,0,1,15.7%,17:34,1,0-1,0%,4,1-4,25%,0,0-0,0%
3,16,1306,,0,1,0,1,2,21.4%,0,0,2,1,,洪楷傑,235,,11,,1,1,3,3,21.4%,0,3,14.8%,21:46,3,0-3,0%,4,1-4,25%,0,0-0,0%
0,-1,247,,0,0,0,0,-2,0%,0,0,1,1,,張文平,239,,28,,0,0,2,1,0%,0,1,33.3%,04:07,1,0-1,0%,2,0-2,0%,0,0-0,0%
0,-5,644,〇,0,0,0,0,-1,0%,0,0,0,1,,楊興治,228,,33,,0,0,0,0,0%,0,1,4.4%,10:44,1,0-1,0%,0,0-0,0%,0,0-0,0%
22,3,2309,〇,6,5,1,11,28,66.7%,6,2,0,3,,里金斯,254,,34,,3,4,5,11,70.9%,2,1,25.2%,38:29,3,2-3,66.7%,9,4-9,44.4%,8,6-8,75%
13,-1,2193,〇,3,2,0,11,25,50%,3,1,7,1,,湯瑪士,250,,40,,1,0,2,18,55.3%,5,3,18.2%,36:33,8,5-8,62.5%,2,0-2,0%,4,3-4,75%
8,2,1010,,2,0,0,1,5,50%,4,2,2,3,,戴維斯,69,,50,,0,0,2,3,60.2%,2,0,24%,16:50,2,2-2,100%,2,0-2,0%,6,4-6,66.7%
