points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,2,303,,1,1,0,0,0,0%,0,0,0,0,,林明毅,156,,3,,0,0,0,0,0%,0,0,8.3%,05:03,0,0-0,0%,0,0-0,0%,0,0-0,0%
19,-25,2083,〇,1,5,0,1,21,64.3%,1,1,0,4,,高國豪,84,,4,,5,4,3,1,63.8%,3,4,19.4%,34:43,7,3-7,42.9%,7,4-7,57.1%,2,1-2,50%
4,-3,438,,0,0,0,0,5,100%,2,0,0,0,,宋宇軒,75,,5,,1,0,0,0,106.4%,1,0,11.2%,07:18,1,1-1,100%,0,0-0,0%,2,2-2,100%
9,-24,1538,〇,7,1,1,6,1,25%,2,2,3,2,,法獅,244,,7,,1,1,8,9,28.6%,2,3,37.9%,25:38,5,2-5,40%,9,1-9,11.1%,4,2-4,50%
10,11,962,,3,1,0,0,4,50%,2,0,0,1,,朱雲豪,223,,8,,1,2,4,0,56.3%,1,1,30.9%,16:02,2,1-2,50%,6,2-6,33.3%,2,2-2,100%
5,10,942,,2,0,0,1,4,83.3%,0,0,0,3,,田浩,82,,9,,1,1,1,1,83.3%,1,0,13.9%,15:42,1,1-1,100%,2,1-2,50%,0,0-0,0%
0,8,154,,0,1,0,1,2,0%,0,0,1,1,,蕭順議,80,,11,,0,0,0,2,0%,0,1,20.8%,02:34,1,0-1,0%,0,0-0,0%,0,0-0,0%
1,-24,1358,〇,0,4,0,2,3,0%,1,1,0,1,,李家瑞,79,,12,,0,0,1,2,12.9%,0,2,7.3%,22:38,2,0-2,0%,1,0-1,0%,2,1-2,50%
20,-7,2155,〇,3,1,1,9,21,31.8%,6,4,6,4,,大勝,157,,22,,6,0,3,15,37.9%,7,12,34.9%,35:55,19,7-19,36.8%,3,0-3,0%,10,6-10,60%
5,3,1129,,1,1,0,4,9,83.3%,0,0,1,2,,郭少傑,47,,24,,0,1,1,5,83.3%,1,0,9.2%,18:49,1,1-1,100%,2,1-2,50%,0,0-0,0%
11,-3,1396,,3,1,0,3,13,56.3%,2,0,2,1,,林宜輝,224,,36,,3,1,2,5,61.9%,3,2,21.5%,23:16,5,3-5,60%,3,1-3,33.3%,2,2-2,100%
5,6,944,,0,2,0,1,6,50%,1,1,1,5,,容毅燊,78,,52,,0,0,0,2,51.2%,2,2,13.5%,15:44,4,2-4,50%,0,0-0,0%,2,1-2,50%
3,-19,998,〇,0,0,1,0,4,75%,0,0,1,1,,吳岱豪,71,,54,,0,1,0,1,75%,0,1,5.2%,16:38,1,0-1,0%,1,1-1,100%,0,0-0,0%
