points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,戴瑞騰,203,,0,,,,,,,,,,DNP,,,,,,,,,
13,-10,2427,〇,2,4,2,6,18,46.2%,1,1,1,0,,陳又瑋,204,,4,,2,0,2,7,46.8%,6,5,19.8%,40:27,11,6-11,54.5%,2,0-2,0%,2,1-2,50%
19,4,1586,〇,0,1,1,7,22,64.3%,1,5,2,4,,班森,205,,6,,2,0,2,9,57.1%,9,3,31.9%,26:26,12,9-12,75%,2,0-2,0%,6,1-6,16.7%
5,7,642,,0,0,0,0,6,125%,0,0,1,1,,王律翔,211,,8,,0,1,0,1,125%,1,0,10%,10:42,1,1-1,100%,1,1-1,100%,0,0-0,0%
25,-3,1633,,2,1,0,6,22,70.6%,1,1,0,4,,王柏智,89,,10,,0,4,5,6,69.9%,6,2,36.7%,27:13,8,6-8,75%,9,4-9,44.4%,2,1-2,50%
0,3,136,,0,0,0,0,0,0%,0,0,0,0,,林均濠,206,,11,,0,0,0,0,0%,0,0,0%,02:16,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,-2,945,〇,1,0,0,0,3,100%,1,0,0,3,,鄭德維,207,,12,,1,0,0,0,104.2%,1,0,8.1%,15:45,1,1-1,100%,0,0-0,0%,1,1-1,100%
15,-5,2361,〇,0,3,0,1,14,50%,0,0,1,5,,呂政儒,208,,13,,3,3,6,2,50%,3,3,19.2%,39:21,6,3-6,50%,9,3-9,33.3%,0,0-0,0%
,,,,,,,,,,,,,,,盧哲毅,83,,15,,,,,,,,,,DNP,,,,,,,,,
6,11,573,,1,1,0,3,9,66.7%,2,0,1,2,,藍少甫,209,,23,,0,0,0,4,77.3%,2,1,27%,09:33,3,2-3,66.7%,0,0-0,0%,2,2-2,100%
12,1,2541,〇,1,11,1,5,19,29.2%,5,1,1,3,,布朗,243,,24,,0,1,5,6,41%,2,4,18.5%,42:21,6,2-6,33.3%,6,1-6,16.7%,6,5-6,83.3%
,,,,,,,,,,,,,,,楊浩之,210,,34,,,,,,,,,,DNP,,,,,,,,,
0,-1,1556,,1,4,0,2,5,0%,0,0,0,2,,彭俊諺,70,,63,G,3,0,2,2,0%,0,1,8%,25:56,1,0-1,0%,2,0-2,0%,0,0-0,0%
