points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,10,1132,,0,3,0,1,11,68.8%,0,0,0,2,,賴廷恩,40,,0,,0,3,3,1,68.8%,1,1,19.4%,18:52,2,1-2,50%,6,3-6,50%,0,0-0,0%
8,13,1545,〇,4,2,0,0,3,38.9%,1,0,0,0,,林書緯,41,,1,,3,1,3,0,42.4%,2,3,23.5%,25:45,5,2-5,40%,4,1-4,25%,1,1-1,100%
7,-1,545,,1,0,0,1,5,62.5%,2,0,0,1,,簡偉儒,42,,2,,0,1,2,1,71.7%,1,0,28.5%,09:05,1,1-1,100%,3,1-3,33.3%,2,2-2,100%
4,3,1330,〇,2,2,0,4,2,18.2%,0,0,3,1,,張宗憲,43,,3,,0,0,3,7,18.2%,2,6,25.8%,22:10,8,2-8,25%,3,0-3,0%,0,0-0,0%
8,15,1213,,2,3,0,6,8,40%,0,0,0,2,,林志傑,48,,12,,0,2,5,6,40%,1,2,26.2%,20:13,3,1-3,33.3%,7,2-7,28.6%,0,0-0,0%
2,10,1038,〇,0,0,0,2,3,33.3%,0,0,1,2,,林孟學,49,,13,,0,0,0,3,33.3%,1,2,7.7%,17:18,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
8,9,658,,0,2,0,0,10,80%,0,0,1,1,,蔡文誠,50,,14,,0,0,0,1,80%,4,1,21.8%,10:58,5,4-5,80%,0,0-0,0%,0,0-0,0%
14,7,1958,〇,3,8,0,9,21,36.4%,6,1,2,2,,辛特力,51,,17,,0,2,6,11,49.7%,1,2,23.3%,32:38,3,1-3,33.3%,8,2-8,25%,7,6-7,85.7%
5,5,956,,1,0,0,0,3,50%,3,1,1,1,,曾祥鈞,52,,21,,0,0,0,1,66.5%,1,1,13.8%,15:56,2,1-2,50%,0,0-0,0%,4,3-4,75%
5,1,962,,3,0,0,7,8,40%,1,0,0,4,,石博恩,53,,23,,2,0,2,7,46%,2,1,23%,16:02,3,2-3,66.7%,2,0-2,0%,1,1-1,100%
3,-2,259,,0,0,0,0,3,150%,0,0,0,0,,張耕淯,66,,29,,0,1,0,0,150%,0,0,10.9%,04:19,0,0-0,0%,1,1-1,100%,0,0-0,0%
22,17,2051,〇,2,1,0,10,32,80%,6,4,7,2,,德古拉,216,,75,,0,0,1,17,76.4%,8,1,21%,34:11,9,8-9,88.9%,1,0-1,0%,10,6-10,60%
2,3,753,,0,1,0,2,4,50%,0,0,0,2,,曾文鼎,56,,76,,0,0,1,2,50%,1,0,7.3%,12:33,1,1-1,100%,1,0-1,0%,0,0-0,0%
