points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,戴瑞騰,203,,0,,,,,,,,,,DNP,,,,,,,,,
19,-10,2409,〇,2,5,0,2,14,47.2%,2,2,1,1,,陳又瑋,204,,4,,1,1,2,3,48.1%,7,8,24.7%,40:09,15,7-15,46.7%,3,1-3,33.3%,4,2-4,50%
13,-25,2038,〇,2,1,1,6,18,46.2%,1,1,6,5,,班森,205,,6,,1,0,0,12,46.8%,6,7,21.8%,33:58,13,6-13,46.2%,0,0-0,0%,2,1-2,50%
,,,,,,,,,,,,,,,王律翔,211,,8,,,,,,,,,,DNP,,,,,,,,,
9,8,1404,,2,2,0,3,9,66.7%,1,1,0,2,,王柏智,89,,10,,1,2,2,3,65.4%,1,1,17.5%,23:24,2,1-2,50%,4,2-4,50%,2,1-2,50%
0,-3,350,,0,0,0,1,0,0%,0,0,0,0,,林均濠,206,,11,,0,0,0,1,0%,0,1,9.1%,05:50,1,0-1,0%,0,0-0,0%,0,0-0,0%
3,-17,946,〇,2,0,0,1,-2,25%,1,3,1,1,,鄭德維,207,,12,,1,0,2,2,26%,1,1,23.5%,15:46,2,1-2,50%,2,0-2,0%,4,1-4,25%
,,,,,,,,,,,,,,,呂政儒,208,,13,,,,,,,,,,DNP,,,,,,,,,
13,3,1653,,2,1,1,5,18,81.3%,0,0,0,4,,盧哲毅,83,,15,,3,3,2,5,81.3%,2,1,16.8%,27:33,3,2-3,66.7%,5,3-5,60%,0,0-0,0%
20,-1,2066,〇,1,2,0,9,21,47.1%,4,2,0,0,,班尼特,255,Anthony Bennett,20,,3,2,7,9,50.9%,5,3,27.5%,34:26,8,5-8,62.5%,9,2-9,22.2%,6,4-6,66.7%
5,-4,1436,〇,0,1,1,3,4,31.3%,0,0,0,4,,藍少甫,209,,23,,0,1,4,3,31.3%,1,2,15.8%,23:56,3,1-3,33.3%,5,1-5,20%,0,0-0,0%
0,3,225,,0,0,0,0,-2,0%,0,0,0,0,,楊浩之,210,,34,,0,0,2,0,0%,0,0,30.2%,03:45,0,0-0,0%,2,0-2,0%,0,0-0,0%
5,-4,1873,,3,8,0,1,7,41.7%,0,2,1,1,,彭俊諺,70,,63,G,1,1,2,2,36.3%,1,2,14.5%,31:13,3,1-3,33.3%,3,1-3,33.3%,2,0-2,0%
