points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,李盈鋒,287,,1,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,陳俊男,232,,3,,,,,,,,,,DNP,,,,,,,,,
27,8,2025,〇,4,1,1,8,26,65.8%,2,0,1,2,,麥卡洛,253,,5,,1,5,4,9,67.9%,5,5,32.6%,33:45,10,5-10,50%,9,5-9,55.6%,2,2-2,100%
17,23,1948,〇,3,6,0,3,18,58.3%,3,1,1,1,,楊敬敏,87,,6,,1,2,5,4,61.8%,4,1,23.6%,32:28,5,4-5,80%,7,2-7,28.6%,4,3-4,75%
3,7,449,,1,0,0,0,0,50%,0,0,0,0,,林力仁,76,,7,,0,1,2,0,50%,0,0,25.7%,07:29,0,0-0,0%,3,1-3,33.3%,0,0-0,0%
9,37,1907,〇,0,8,0,4,17,32.1%,0,0,3,1,,李愷諺,233,,9,,3,1,2,7,32.1%,3,8,20.3%,31:47,11,3-11,27.3%,3,1-3,33.3%,0,0-0,0%
8,-2,1185,,1,0,0,2,6,66.7%,0,0,0,2,,簡祐哲,234,,10,,0,2,2,2,66.7%,1,1,16.6%,19:45,2,1-2,50%,4,2-4,50%,0,0-0,0%
18,26,1612,〇,2,2,0,2,21,112.5%,0,0,0,0,,洪楷傑,235,,11,,2,4,1,2,112.5%,3,0,17.3%,26:52,3,3-3,100%,5,4-5,80%,0,0-0,0%
4,-10,973,,2,1,0,1,1,40%,0,0,0,0,,洪志善,237,,24,,0,0,2,1,40%,2,1,19.7%,16:13,3,2-3,66.7%,2,0-2,0%,0,0-0,0%
0,0,566,,0,0,0,1,0,0%,0,0,1,0,,張文平,239,,28,,0,0,1,2,0%,0,1,10%,09:26,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,2,70,,0,0,0,0,1,0%,0,0,0,0,,楊興治,228,,33,,1,0,0,0,0%,0,0,0%,01:10,0,0-0,0%,0,0-0,0%,0,0-0,0%
14,37,2474,〇,2,3,1,13,27,58.3%,0,0,3,3,,湯瑪士,250,,40,,0,0,5,16,58.3%,7,0,15.4%,41:14,7,7-7,100%,5,0-5,0%,0,0-0,0%
2,7,1191,,3,0,2,9,9,20%,0,0,3,4,,戴維斯,69,,50,,0,0,1,12,20%,1,3,19%,19:51,4,1-4,25%,1,0-1,0%,0,0-0,0%
