points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,戴瑞騰,203,,0,,,,,,,,,,DNP,,,,,,,,,
17,12,2562,〇,0,8,0,9,23,44.4%,1,1,1,2,,塔克,86,,1,,0,2,6,10,45%,5,5,22.2%,42:42,10,5-10,50%,8,2-8,25%,2,1-2,50%
12,10,2199,〇,3,1,0,2,8,66.7%,4,2,0,2,,陳又瑋,204,,4,,1,2,1,2,69.4%,1,2,16%,36:39,3,1-3,33.3%,3,2-3,66.7%,6,4-6,66.7%
27,18,2144,〇,0,0,1,13,36,61.1%,5,2,4,0,,班森,205,,6,,0,0,3,17,64%,11,4,29.8%,35:44,15,11-15,73.3%,3,0-3,0%,7,5-7,71.4%
0,3,738,,0,0,0,1,-2,0%,0,0,0,2,,王律翔,211,,8,,0,0,2,1,0%,0,1,12.4%,12:18,1,0-1,0%,2,0-2,0%,0,0-0,0%
,,,,,,,,,,,,,,,王柏智,89,,10,,,,,,,,,,DNP,,,,,,,,,
4,18,981,,1,1,0,4,6,50%,0,0,0,3,,林均濠,206,,11,,0,0,1,4,50%,2,1,15.5%,16:21,3,2-3,66.7%,1,0-1,0%,0,0-0,0%
6,14,1515,〇,1,2,0,4,5,27.3%,0,0,1,6,,鄭德維,207,,12,,1,0,5,5,27.3%,3,3,23.7%,25:15,6,3-6,50%,5,0-5,0%,0,0-0,0%
11,10,2538,〇,2,4,1,4,9,39.3%,0,0,0,2,,呂政儒,208,,13,,1,3,7,4,39.3%,1,3,18.8%,42:18,4,1-4,25%,10,3-10,30%,0,0-0,0%
0,2,334,,0,0,0,1,0,0%,0,0,1,0,,盧哲毅,83,,15,,0,0,1,2,0%,0,1,19.8%,05:34,1,0-1,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,藍少甫,209,,23,,,,,,,,,,DNP,,,,,,,,,
0,-1,34,,0,0,0,0,0,0%,0,0,0,0,,楊浩之,210,,34,,0,0,0,0,0%,0,0,0%,00:34,0,0-0,0%,0,0-0,0%,0,0-0,0%
7,14,1355,,0,3,0,5,14,50%,0,1,0,3,,彭俊諺,70,,63,G,4,1,1,5,47%,2,3,16.7%,22:35,5,2-5,40%,2,1-2,50%,1,0-1,0%
