points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,18,2057,〇,1,3,1,4,25,64.7%,2,1,1,3,,高國豪,84,,4,,1,2,3,5,65.5%,8,4,25.3%,34:17,12,8-12,66.7%,5,2-5,40%,3,2-3,66.7%
0,0,356,,0,1,0,0,1,0%,0,0,0,1,,宋宇軒,75,,5,,0,0,0,0,0%,0,0,0%,05:56,0,0-0,0%,0,0-0,0%,0,0-0,0%
6,5,1051,,1,2,0,2,9,66.7%,2,0,1,3,,陳堅恩,73,,6,,0,0,0,3,77.3%,2,1,12.8%,17:31,3,2-3,66.7%,0,0-0,0%,2,2-2,100%
13,18,1786,〇,0,3,0,9,21,33.3%,5,1,1,2,,法獅,244,,7,,4,0,4,10,44.4%,4,4,22.4%,29:46,8,4-8,50%,4,0-4,0%,6,5-6,83.3%
21,26,2147,〇,2,3,2,2,25,87.5%,0,0,1,4,,朱雲豪,223,,8,,2,5,4,3,87.5%,3,0,17.8%,35:47,3,3-3,100%,9,5-9,55.6%,0,0-0,0%
0,-1,699,,4,1,0,1,-5,0%,0,0,1,1,,田浩,82,,9,,0,0,2,2,0%,0,2,32.3%,11:39,2,0-2,0%,2,0-2,0%,0,0-0,0%
5,17,1013,,2,1,0,2,4,50%,3,1,0,3,,蕭順議,80,,11,,0,0,1,2,66.5%,1,0,16%,16:53,1,1-1,100%,1,0-1,0%,4,3-4,75%
,,,,,,,,,,,,,,,李家瑞,79,,12,,,,,,,,,,DNP,,,,,,,,,
2,-12,615,,0,0,0,1,0,25%,0,0,0,1,,郭少傑,47,,24,,0,0,1,1,25%,1,2,17.8%,10:15,3,1-3,33.3%,1,0-1,0%,0,0-0,0%
27,26,2324,〇,2,3,1,17,47,78.6%,5,2,5,2,,辛巴,246,,35,,1,0,0,22,79%,11,3,22.3%,38:44,14,11-14,78.6%,0,0-0,0%,7,5-7,71.4%
16,4,1505,〇,3,2,0,2,15,77.8%,2,1,0,1,,林宜輝,224,,36,,2,2,1,2,77.5%,4,2,23.7%,25:05,6,4-6,66.7%,3,2-3,66.7%,3,2-3,66.7%
0,0,397,,0,0,0,0,-2,0%,0,0,0,2,,容毅燊,78,,52,,0,0,2,0,0%,0,0,14.8%,06:37,0,0-0,0%,2,0-2,0%,0,0-0,0%
2,-6,450,,0,2,0,0,2,33.3%,0,0,0,2,,吳岱豪,71,,54,,0,0,1,0,33.3%,1,1,19%,07:30,2,1-2,50%,1,0-1,0%,0,0-0,0%
