points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,21,2735,〇,2,7,0,4,31,61.1%,2,0,3,0,,高國豪,84,,4,,3,2,3,7,63.6%,8,5,20.2%,45:35,13,8-13,61.5%,5,2-5,40%,2,2-2,100%
,,,,,,,,,,,,,,,宋宇軒,75,,5,,,,,,,,,,DNP,,,,,,,,,
8,-5,772,,1,1,0,0,1,40%,0,0,0,1,,陳堅恩,73,,6,,0,2,4,0,40%,1,3,39.9%,12:52,4,1-4,25%,6,2-6,33.3%,0,0-0,0%
31,21,2041,〇,4,1,0,14,33,55.8%,2,1,3,1,,法獅,244,,7,,2,3,2,17,56.7%,10,11,40.1%,34:01,21,10-21,47.6%,5,3-5,60%,3,2-3,66.7%
9,12,2436,〇,0,4,0,4,15,64.3%,0,0,0,4,,朱雲豪,223,,8,,2,3,1,4,64.3%,0,3,7.6%,40:36,3,0-3,0%,4,3-4,75%,0,0-0,0%
0,-8,139,,0,1,0,0,1,0%,0,0,0,0,,田浩,82,,9,,0,0,0,0,0%,0,0,0%,02:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-8,971,,1,0,0,2,3,33.3%,0,0,2,2,,蕭順議,80,,11,,0,0,0,4,33.3%,1,2,10.9%,16:11,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
18,19,2348,〇,0,1,0,3,15,50%,6,0,0,3,,郭少傑,47,,24,,0,2,2,3,61.5%,3,5,16.3%,39:08,8,3-8,37.5%,4,2-4,50%,6,6-6,100%
20,16,2543,〇,2,4,2,14,35,53.8%,6,4,6,1,,辛巴,246,,35,,1,0,0,20,57.5%,7,6,20.1%,42:23,13,7-13,53.8%,0,0-0,0%,10,6-10,60%
0,-6,132,,0,0,0,0,0,0%,0,0,0,1,,容毅燊,78,,52,,0,0,0,0,0%,0,0,0%,02:12,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-7,283,,0,0,0,0,1,50%,0,0,0,0,,吳岱豪,71,,54,,0,0,0,0,50%,1,1,21.8%,04:43,2,1-2,50%,0,0-0,0%,0,0-0,0%
