points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-5,255,,0,0,0,1,0,0%,0,0,0,0,,林明毅,156,,3,,0,0,1,1,0%,0,0,9.8%,04:15,0,0-0,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,宋宇軒,75,,5,,,,,,,,,,DNP,,,,,,,,,
9,7,1833,,0,2,0,1,9,58.3%,2,0,0,5,,陳堅恩,73,,6,,0,1,1,1,65.4%,2,2,9%,30:33,4,2-4,50%,2,1-2,50%,2,2-2,100%
37,7,2269,〇,4,4,0,13,33,48.6%,3,1,4,3,,法獅,244,,7,,1,6,5,17,50.3%,8,16,43.2%,37:49,24,8-24,33.3%,11,6-11,54.5%,4,3-4,75%
14,11,2105,〇,5,3,0,3,13,60%,2,0,0,5,,朱雲豪,223,,8,,2,0,3,3,64.3%,6,1,17.8%,35:05,7,6-7,85.7%,3,0-3,0%,2,2-2,100%
13,10,1844,〇,4,9,0,1,19,62.5%,3,1,0,6,,田浩,82,,9,,4,0,1,1,66.6%,5,2,18%,30:44,7,5-7,71.4%,1,0-1,0%,4,3-4,75%
5,5,1554,〇,3,1,0,4,4,33.3%,1,1,2,3,,蕭順議,80,,11,,0,0,0,6,36.3%,2,4,15.5%,25:54,6,2-6,33.3%,0,0-0,0%,2,1-2,50%
3,3,831,,1,1,3,2,5,33.3%,1,1,0,1,,李家瑞,79,,12,,0,0,1,2,38.7%,1,1,14.7%,13:51,2,1-2,50%,1,0-1,0%,2,1-2,50%
0,-2,547,,0,0,0,0,-2,0%,0,0,0,0,,郭少傑,47,,24,,0,0,1,0,0%,0,1,8.7%,09:07,1,0-1,0%,1,0-1,0%,0,0-0,0%
32,3,2779,〇,3,2,5,19,55,65.2%,2,1,8,3,,辛巴,246,,35,,1,0,0,27,65.8%,15,8,23.3%,46:19,23,15-23,65.2%,0,0-0,0%,3,2-3,66.7%
8,2,1372,,2,0,0,2,3,38.9%,1,1,1,2,,林宜輝,224,,36,,1,1,1,3,40.5%,2,5,21.2%,22:52,7,2-7,28.6%,2,1-2,50%,2,1-2,50%
,,,,,,,,,,,,,,,容毅燊,78,,52,,,,,,,,,,DNP,,,,,,,,,
1,4,511,,0,0,1,0,1,0%,1,1,0,1,,吳岱豪,71,,54,,0,0,0,0,56.8%,0,0,4.3%,08:31,0,0-0,0%,0,0-0,0%,2,1-2,50%
