points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-6,249,,0,0,0,0,-1,0%,0,0,0,0,,林明毅,156,,3,,0,0,1,0,0%,0,0,10.4%,04:09,0,0-0,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,宋宇軒,75,,5,,,,,,,,,,DNP,,,,,,,,,
13,8,1613,,1,2,0,4,14,61.1%,2,1,1,4,,陳堅恩,73,,6,,1,3,3,5,63%,1,2,18.1%,26:53,3,1-3,33.3%,6,3-6,50%,3,2-3,66.7%
21,1,1880,〇,3,5,0,7,21,38.9%,7,0,1,1,,法獅,244,,7,,2,2,5,8,49.8%,4,7,32.3%,31:20,11,4-11,36.4%,7,2-7,28.6%,7,7-7,100%
2,0,1592,〇,2,7,0,3,4,11.1%,0,0,2,1,,朱雲豪,223,,8,,0,0,3,5,11.1%,1,5,17.6%,26:32,6,1-6,16.7%,3,0-3,0%,0,0-0,0%
11,8,2353,〇,1,4,0,3,12,50%,0,0,2,2,,田浩,82,,9,,0,3,2,5,50%,1,5,12.8%,39:13,6,1-6,16.7%,5,3-5,60%,0,0-0,0%
3,-6,636,,0,0,0,3,4,50%,1,1,0,2,,蕭順議,80,,11,,0,0,0,3,52.1%,1,1,12%,10:36,2,1-2,50%,0,0-0,0%,2,1-2,50%
4,11,1033,,0,0,1,6,7,33.3%,0,2,2,0,,李家瑞,79,,12,,0,0,1,8,29.1%,2,3,16.8%,17:13,5,2-5,40%,1,0-1,0%,2,0-2,0%
3,-13,479,,1,0,0,0,0,37.5%,0,0,1,0,,郭少傑,47,,24,,0,1,1,1,37.5%,0,2,29.7%,07:59,2,0-2,0%,2,1-2,50%,0,0-0,0%
24,18,2281,〇,3,1,3,13,27,64.3%,6,13,7,3,,辛巴,246,,35,,0,0,1,20,53.7%,9,4,27.8%,38:01,13,9-13,69.2%,1,0-1,0%,19,6-19,31.6%
8,16,1715,〇,2,2,0,4,7,30.8%,0,2,4,4,,林宜輝,224,,36,,2,0,2,8,28.8%,4,7,23.6%,28:35,11,4-11,36.4%,2,0-2,0%,2,0-2,0%
0,-1,38,,0,0,0,0,0,0%,0,0,0,1,,容毅燊,78,,52,,0,0,0,0,0%,0,0,0%,00:38,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-11,531,,0,0,0,0,1,0%,0,0,0,2,,吳岱豪,71,,54,,1,0,0,0,0%,0,0,0%,08:51,0,0-0,0%,0,0-0,0%,0,0-0,0%
