points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,林明毅,156,,3,,,,,,,,,,DNP,,,,,,,,,
5,6,1045,,0,0,0,1,5,62.5%,0,0,0,0,,高國豪,84,,4,,1,1,0,1,62.5%,1,2,10.2%,17:25,3,1-3,33.3%,1,1-1,100%,0,0-0,0%
2,-9,206,,1,0,0,0,0,0%,2,0,0,0,,宋宇軒,75,,5,,0,0,0,0,53.2%,0,1,41.4%,03:26,1,0-1,0%,0,0-0,0%,2,2-2,100%
3,-3,927,,2,1,0,1,3,75%,0,0,0,2,,陳堅恩,73,,6,,1,1,1,1,75%,0,0,11.5%,15:27,0,0-0,0%,2,1-2,50%,0,0-0,0%
31,21,2230,〇,1,6,0,12,27,32.4%,9,2,4,4,,法獅,244,,7,,2,4,9,16,39.9%,5,16,46.5%,37:10,21,5-21,23.8%,13,4-13,30.8%,11,9-11,81.8%
11,13,1946,〇,1,2,0,7,16,55%,0,0,1,2,,朱雲豪,223,,8,,2,3,2,8,55%,1,4,14.8%,32:26,5,1-5,20%,5,3-5,60%,0,0-0,0%
2,15,1913,〇,0,8,0,1,10,25%,0,2,2,1,,田浩,82,,9,,2,0,1,3,20.5%,1,2,6.8%,31:53,3,1-3,33.3%,1,0-1,0%,2,0-2,0%
7,-1,786,,1,0,0,0,7,50%,3,1,4,2,,蕭順議,80,,11,,0,0,0,4,60.8%,2,2,22.4%,13:06,4,2-4,50%,0,0-0,0%,4,3-4,75%
0,2,1048,〇,1,0,0,0,-1,0%,0,0,1,2,,郭少傑,47,,24,,0,0,0,1,0%,0,1,5.1%,17:28,1,0-1,0%,0,0-0,0%,0,0-0,0%
29,10,2041,〇,1,1,1,10,37,57.1%,5,2,6,0,,辛巴,246,,35,,2,0,0,16,60.2%,12,9,31.8%,34:01,21,12-21,57.1%,0,0-0,0%,7,5-7,71.4%
1,-8,1276,,0,1,1,1,0,0%,1,1,1,2,,林宜輝,224,,36,,0,0,2,2,10.2%,0,2,10%,21:16,2,0-2,0%,2,0-2,0%,2,1-2,50%
3,-2,834,,1,0,0,0,0,33.3%,1,1,1,2,,容毅燊,78,,52,,0,0,1,1,38.7%,1,1,16.2%,13:54,2,1-2,50%,1,0-1,0%,2,1-2,50%
0,-4,148,,1,0,0,1,1,0%,0,0,0,0,,吳岱豪,71,,54,,1,0,0,1,0%,0,0,21.6%,02:28,0,0-0,0%,0,0-0,0%,0,0-0,0%
