points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,1,867,,1,2,0,1,1,18.8%,1,1,2,2,,陳振傑,148,,0,,1,1,2,3,22.5%,0,5,28%,14:27,5,0-5,0%,3,1-3,33.3%,2,1-2,50%
2,4,438,,0,0,0,0,1,50%,0,0,0,1,,成力煥,72,,7,,0,0,1,0,50%,1,0,11.3%,07:18,1,1-1,100%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
13,-21,1828,〇,4,2,0,1,8,46.4%,0,0,1,3,,吳永盛,229,,14,,4,3,5,2,46.4%,2,4,23.8%,30:28,6,2-6,33.3%,8,3-8,37.5%,0,0-0,0%
0,0,251,,0,1,0,0,0,0%,0,0,0,0,,楊盛硯,93,,18,,0,0,1,0,0%,0,0,9.9%,04:11,0,0-0,0%,1,0-1,0%,0,0-0,0%
6,-20,1575,,2,1,0,1,3,37.5%,0,0,1,1,,簡浩,222,,21,,2,2,6,2,37.5%,0,0,15.2%,26:15,0,0-0,0%,8,2-8,25%,0,0-0,0%
14,-6,2166,〇,1,0,0,4,11,36.7%,3,1,0,2,,錢肯尼,149,,23,,5,1,5,4,41.8%,4,5,19.6%,36:06,9,4-9,44.4%,6,1-6,16.7%,4,3-4,75%
10,-23,1758,〇,2,3,0,5,10,40.9%,1,1,0,5,,忻沃克,155,Randall Walko,24,,3,3,5,5,42.1%,0,3,19%,29:18,3,0-3,0%,8,3-8,37.5%,2,1-2,50%
2,-7,1656,,3,3,1,5,4,16.7%,0,0,1,3,,李德威,94,,26,,0,0,3,6,16.7%,1,2,13.2%,27:36,3,1-3,33.3%,3,0-3,0%,0,0-0,0%
3,-2,277,,0,0,0,0,2,75%,0,0,0,0,,吳松蔚,95,,30,,0,1,1,0,75%,0,0,19.8%,04:37,0,0-0,0%,2,1-2,50%,0,0-0,0%
14,-6,1583,〇,3,3,0,7,16,40%,6,2,3,4,,揚科維奇,259,,33,,0,0,2,10,51.8%,4,4,25.2%,26:23,8,4-8,50%,2,0-2,0%,8,6-8,75%
10,-10,2001,〇,3,2,1,5,8,20%,4,3,5,5,,布依德,213,,42,,3,0,2,10,27.7%,3,10,25.3%,33:21,13,3-13,23.1%,2,0-2,0%,7,4-7,57.1%
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
