points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
23,-2,1860,〇,6,2,1,12,27,58.8%,3,0,2,2,,羅賓森,247,,0,,1,2,4,14,62.8%,7,4,35.6%,31:00,11,7-11,63.6%,6,2-6,33.3%,3,3-3,100%
16,-8,2505,〇,3,4,3,10,30,53.8%,2,0,2,3,,喬丹,220,Jordan Tolbert,1,,5,2,1,12,57.6%,4,6,18.7%,41:45,10,4-10,40%,3,2-3,66.7%,2,2-2,100%
2,-7,669,〇,2,1,0,2,2,50%,0,0,0,0,,吳家駿,215,,3,G,0,0,1,2,50%,1,0,16.5%,11:09,1,1-1,100%,1,0-1,0%,0,0-0,0%
4,9,1486,〇,3,1,0,4,3,0%,4,4,2,1,,施顏宗,214,,5,G,2,0,1,6,30.7%,0,2,18%,24:46,2,0-2,0%,1,0-1,0%,8,4-8,50%
9,2,864,,0,2,0,5,18,133.3%,1,0,0,1,,關達祐,58,,6,G,2,2,0,5,130.8%,1,0,11.2%,14:24,1,1-1,100%,2,2-2,100%,1,1-1,100%
2,-5,364,,2,1,0,0,1,100%,0,0,0,2,,林耀宗,59,,7,G,0,0,0,0,100%,1,0,22.7%,06:04,1,1-1,100%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,林金榜,263,,9,,,,,,,,,,DNP,,,,,,,,,
11,2,1757,,2,1,1,3,10,90%,2,3,0,0,,李家慷,218,,12,G,0,1,1,3,76.4%,3,0,14.4%,29:17,3,3-3,100%,2,1-2,50%,5,2-5,40%
3,4,1127,,1,0,0,1,3,75%,0,0,0,3,,黃泓瀚,221,,22,,1,1,1,1,75%,0,0,7.6%,18:47,0,0-0,0%,2,1-2,50%,0,0-0,0%
14,-3,2142,〇,1,4,0,2,10,46.7%,0,0,1,1,,施晉堯,65,,28,G,0,4,6,3,46.7%,1,4,20.8%,35:42,5,1-5,20%,10,4-10,40%,0,0-0,0%
2,8,593,,1,2,0,1,3,33.3%,0,0,1,0,,陳冠全,67,,30,G,0,0,0,2,33.3%,1,2,20.2%,09:53,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
0,7,276,,0,2,0,0,2,0%,0,0,0,0,,溫立煌,225,,45,,0,0,0,0,0%,0,0,0%,04:36,0,0-0,0%,0,0-0,0%,0,0-0,0%
20,3,2257,,5,3,0,5,19,52.9%,2,1,4,3,,盧峻翔,226,,69,,3,4,9,9,54.6%,3,1,28.6%,37:37,4,3-4,75%,13,4-13,30.8%,3,2-3,66.7%
