points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,2,1794,〇,3,3,2,6,29,70%,3,0,1,2,,羅賓森,247,,0,,2,3,3,7,73.5%,6,3,29.9%,29:54,9,6-9,66.7%,6,3-6,50%,3,3-3,100%
22,6,2454,〇,3,6,0,10,21,37.5%,1,2,5,1,,喬丹,220,Jordan Tolbert,1,,1,1,5,15,37.5%,9,13,36.3%,40:54,22,9-22,40.9%,6,1-6,16.7%,3,1-3,33.3%
19,7,1990,〇,1,4,1,1,21,63.3%,0,0,0,3,,吳家駿,215,,3,G,4,3,3,1,63.3%,5,4,21.8%,33:10,9,5-9,55.6%,6,3-6,50%,0,0-0,0%
,,,,,,,,,,,,,,,林金榜,263,,9,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,蘇志誠,217,,10,,,,,,,,,,DNP,,,,,,,,,
0,-4,1334,,2,1,0,4,2,0%,0,0,0,3,,黃泓瀚,221,,22,,0,0,0,4,0%,0,1,6.1%,22:14,1,0-1,0%,0,0-0,0%,0,0-0,0%
4,-2,1841,〇,1,3,0,5,12,66.7%,0,0,1,1,,林正,64,,25,,1,0,0,6,66.7%,2,1,6%,30:41,3,2-3,66.7%,0,0-0,0%,0,0-0,0%
6,-16,1556,〇,0,2,0,1,3,27.3%,0,0,2,1,,施晉堯,65,,28,G,0,0,6,3,27.3%,3,2,19.8%,25:56,5,3-5,60%,6,0-6,0%,0,0-0,0%
3,-4,1378,,2,1,0,5,5,50%,1,2,1,1,,溫立煌,225,,45,,0,0,0,6,45.2%,1,1,10.9%,22:58,2,1-2,50%,0,0-0,0%,3,1-3,33.3%
19,6,2053,,1,3,1,7,26,60.7%,2,0,0,1,,盧峻翔,226,,69,,4,3,4,7,63.8%,4,3,21%,34:13,7,4-7,57.1%,7,3-7,42.9%,2,2-2,100%
