points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
15,-15,〇,1,5,1,6,19,46.15%,0,4,鑀倫,344,鑀倫,19,2,6,50.81%,29:26,7,3-7,42.86%,7,2-6,33.33%,4,3-4,75%
0,-5,,0,0,0,0,0,0%,0,0,王柏智,89,王柏智,10,0,0,0%,02:20,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-9,,1,1,0,1,1,33.33%,0,1,盧哲毅,83,盧哲毅,15,0,1,33.33%,11:29,1,1-1,100%,1,0-2,0%,0,0-0,0%
0,0,,0,1,0,1,-4,0%,0,3,張伯維,45,張伯維,7,0,1,0%,06:53,2,0-2,0%,2,0-2,0%,2,0-2,0%
6,-6,,1,2,0,2,7,60%,0,2,邱柏璋,283,邱柏璋,14,0,2,60%,15:50,5,3-5,60%,5,0-0,0%,0,0-0,0%
19,-18,〇,2,2,3,11,26,44.44%,3,2,克拉索夫,346,克拉索夫,55,1,14,57.65%,42:23,8,4-8,50%,8,0-1,0%,17,11-17,64.71%
6,-11,〇,4,0,0,4,0,37.5%,0,0,林柏豪,281,林柏豪,1,0,4,37.5%,26:20,3,0-3,0%,3,2-5,40%,0,0-0,0%
0,-2,,0,0,0,1,0,0%,0,0,孫思堯,62,孫思堯,20,0,1,0%,02:16,1,0-1,0%,1,0-0,0%,0,0-0,0%
8,-4,,2,1,0,2,5,60%,1,2,呂政儒,208,呂政儒,13,0,3,59.17%,23:44,1,0-1,0%,1,2-4,50%,4,2-4,50%
4,-17,〇,0,1,0,2,6,50%,1,1,藍少甫,209,藍少甫,23,0,3,50%,15:41,2,2-2,100%,2,0-2,0%,0,0-0,0%
3,-2,,0,0,0,0,3,150%,0,0,鄭德維,207,鄭德維,12,0,0,150%,02:16,0,0-0,0%,0,1-1,100%,0,0-0,0%
14,-19,〇,4,7,0,7,19,58.33%,1,2,陳又瑋,204,陳又瑋,4,0,8,58.33%,33:50,6,4-6,66.67%,6,2-6,33.33%,0,0-0,0%
17,-7,,1,2,0,1,14,57.69%,3,5,王律翔,211,王律翔,8,0,4,61.24%,27:32,3,0-3,0%,3,5-10,50%,2,2-2,100%
