points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
30,-17,〇,3,6,0,4,28,59.52%,2,2,高國豪,84,高國豪,4,1,6,63.45%,42:49,13,5-13,38.46%,13,5-8,62.5%,6,5-6,83.33%
5,1,,0,1,0,4,10,62.5%,0,2,李家瑞,79,李家瑞,12,2,4,62.5%,14:38,2,1-2,50%,2,1-2,50%,0,0-0,0%
12,-8,〇,0,1,0,2,10,50%,1,6,蕭順議,80,蕭順議,11,2,3,52.08%,27:45,7,4-7,57.14%,7,0-1,0%,8,4-8,50%
6,0,,0,2,0,0,7,50%,1,2,宋宇軒,75,宋宇軒,5,1,1,50%,15:39,6,3-6,50%,6,0-0,0%,0,0-0,0%
0,-3,〇,1,4,0,0,0,0%,0,4,田浩,82,田浩,9,0,0,0%,23:39,1,0-1,0%,1,0-2,0%,0,0-0,0%
9,-9,,1,1,0,3,11,75%,0,2,郭少傑,47,郭少傑,24,1,3,75%,15:45,4,3-4,75%,4,1-2,50%,0,0-0,0%
32,-15,〇,2,3,0,10,26,43.06%,6,4,太樂,357,太樂,3,1,16,43.38%,42:14,26,8-26,30.77%,26,5-10,50%,2,1-2,50%
0,4,,0,0,0,0,0,0%,0,0,姜廣謙,300,姜廣謙,2,0,0,0%,01:48,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-6,,0,0,0,0,-3,0%,0,0,曾柏喻,301,曾柏喻,7,0,0,0%,13:53,2,0-2,0%,2,0-1,0%,0,0-0,0%
4,1,,2,1,0,0,3,66.67%,1,1,伊波卡,302,伊波卡,21,1,1,58.14%,09:06,3,2-3,66.67%,3,0-0,0%,1,0-1,0%
,,,,,,,,,,,呂奇旻,303,呂奇旻,23,,,,DNP,,,,,,,,,
,,,,,,,,,,,朱雲豪,223,朱雲豪,8,,,,DNP,,,,,,,,,
5,-13,〇,3,2,0,7,8,27.78%,1,2,班尼特,255,班尼特,13,3,8,27.78%,32:44,3,1-3,33.33%,3,1-6,16.67%,0,0-0,0%
