points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-14,〇,0,2,0,2,-3,0%,0,2,成力煥,72,成力煥,21,0,2,0%,23:03,4,0-4,0%,4,0-3,0%,0,0-0,0%
2,5,,0,4,0,1,7,33.33%,1,0,陳冠全,67,陳冠全,15,1,2,33.33%,12:41,2,1-2,50%,2,0-1,0%,0,0-0,0%
18,-5,〇,2,4,0,5,20,57.14%,2,6,施晉堯,65,施晉堯,28,1,7,60.48%,37:34,4,2-4,50%,4,4-10,40%,2,2-2,100%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,林子洧,294,林子洧,5,,,,DNP,,,,,,,,,
18,-6,〇,4,4,0,9,22,40.63%,4,3,桑尼,296,桑尼,13,3,13,47.17%,37:17,11,5-11,45.45%,11,1-5,20%,7,5-7,71.43%
5,-6,〇,1,1,0,1,2,41.67%,0,0,張鎮衙,297,張鎮衙,27,0,1,41.67%,16:03,1,1-1,100%,1,1-5,20%,0,0-0,0%
5,-1,,0,1,0,4,7,41.67%,0,1,白曜誠,298,白曜誠,30,1,4,41.67%,15:45,1,1-1,100%,1,1-5,20%,0,0-0,0%
14,-23,〇,1,2,0,7,18,40%,1,2,沃許本,299,沃許本,42,1,8,55.38%,37:24,9,4-9,44.44%,9,0-1,0%,6,6-6,100%
0,1,,0,0,0,0,0,0%,0,1,林正,64,林正,25,0,0,0%,03:33,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,-2,,1,1,0,3,5,33.33%,2,3,黃泓瀚,221,黃泓瀚,22,0,5,38.66%,15:25,2,1-2,50%,2,0-1,0%,2,1-2,50%
0,-4,,1,1,0,1,-1,0%,0,1,陳昱瑞,219,陳昱瑞,00,0,1,0%,07:29,1,0-1,0%,1,0-1,0%,0,0-0,0%
12,0,,5,4,0,5,8,42.31%,0,3,盧峻翔,226,盧峻翔,69,2,5,43.23%,33:46,3,1-3,33.33%,3,3-10,30%,2,1-2,50%
