points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-18,,2,0,0,4,3,36.67%,0,0,楊敬敏,87,楊敬敏,6,0,4,36.67%,27:55,11,4-11,36.36%,11,1-4,25%,0,0-0,0%
14,-18,〇,1,0,0,0,4,43.33%,2,0,林書緯,41,林書緯,1,0,2,44.08%,29:53,6,2-6,33.33%,6,3-9,33.33%,2,1-2,50%
20,-7,〇,6,4,0,18,30,40.63%,3,4,曼尼高,337,曼尼高,55,2,21,51.23%,31:48,12,5-12,41.67%,12,1-4,25%,8,7-8,87.5%
0,-6,,0,0,0,1,1,0%,0,1,李威廷,288,李威廷,4,1,1,0%,05:52,0,0-0,0%,0,0-1,0%,0,0-0,0%
4,-6,〇,1,1,0,2,4,40%,0,3,蘇士軒,290,蘇士軒,17,1,2,40%,24:17,4,2-4,50%,4,0-1,0%,0,0-0,0%
3,1,,0,0,0,0,1,18.75%,3,2,林金榜,263,林金榜,19,2,3,18.75%,09:15,7,0-7,0%,7,1-1,100%,0,0-0,0%
11,-11,,3,3,4,7,19,35.71%,5,4,戴維斯,69,戴維斯,50,3,12,36.96%,34:04,4,2-4,50%,4,2-10,20%,2,1-2,50%
6,-7,〇,1,3,1,4,5,20.83%,3,3,李愷諺,233,李愷諺,9,0,7,23.29%,31:31,8,1-8,12.5%,8,1-4,25%,2,1-2,50%
0,-1,,0,0,0,0,0,0%,0,0,陳俊男,232,陳俊男,3,0,0,0%,01:41,0,0-0,0%,0,0-0,0%,0,0-0,0%
1,-6,,1,1,0,1,0,0%,0,1,楊興治,228,楊興治,13,0,1,26.6%,06:33,1,0-1,0%,1,0-0,0%,2,1-2,50%
3,10,,0,0,0,0,1,37.5%,1,1,簡祐哲,234,簡祐哲,10,0,1,37.5%,14:47,1,0-1,0%,1,1-3,33.33%,0,0-0,0%
4,8,,0,2,0,2,9,50%,2,0,林仕軒,231,林仕軒,2,0,4,69.44%,09:08,2,1-2,50%,2,0-0,0%,2,2-2,100%
2,-4,〇,2,0,1,3,5,33.33%,3,4,聶歐瑪,238,聶歐瑪,25,0,6,33.33%,13:16,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
