points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,3,,0,1,0,2,9,50%,1,0,賴廷恩,40,賴廷恩,0,1,3,50%,21:39,4,3-4,75%,4,1-5,20%,0,0-0,0%
11,-16,〇,1,3,0,3,9,41.67%,1,2,周桂羽,46,周桂羽,8,2,4,39.97%,33:41,8,5-8,62.5%,8,0-4,0%,4,1-4,25%
8,-2,,0,0,1,1,6,75%,1,1,曾祥鈞,52,曾祥鈞,21,0,2,60.24%,11:55,4,3-4,75%,4,0-0,0%,6,2-6,33.33%
2,-5,,2,3,0,4,1,0%,3,0,林志傑,48,林志傑,12,1,7,10.25%,22:48,3,0-3,0%,3,0-5,0%,4,2-4,50%
7,-18,〇,1,0,0,2,5,41.67%,2,2,蔡文誠,50,蔡文誠,14,1,4,45.1%,20:26,4,1-4,25%,4,1-2,50%,4,2-4,50%
0,1,,0,1,0,1,2,0%,0,0,石博恩,53,石博恩,23,0,1,0%,03:10,0,0-0,0%,0,0-0,0%,0,0-0,0%
7,-3,〇,4,5,2,6,10,22.22%,1,1,瓊斯,261,瓊斯,2,1,7,32.53%,30:41,3,2-3,66.67%,3,0-6,0%,4,3-4,75%
7,-8,,0,0,1,1,6,60%,1,1,陳范柏彥,270,陳范柏彥,1,0,2,59.52%,09:37,2,0-2,0%,2,2-3,66.67%,2,1-2,50%
27,-13,〇,4,2,3,8,28,47.73%,5,4,強森,269,強森,5,1,13,54.79%,37:57,12,3-12,25%,12,5-10,50%,6,6-6,100%
0,3,,0,0,0,0,0,0%,1,0,呂宗霖,273,呂宗霖,7,0,1,0%,00:57,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-5,,0,0,0,0,0,0%,0,2,謝宗融,274,謝宗融,15,0,0,0%,02:40,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,-5,〇,1,2,0,5,11,80%,1,2,洪楷傑,235,洪楷傑,11,0,6,68.03%,34:51,2,1-2,50%,2,2-3,66.67%,2,0-2,0%
3,-7,,1,0,0,1,1,50%,0,0,張文平,239,張文平,10,0,1,50%,09:38,0,0-0,0%,0,1-3,33.33%,0,0-0,0%
