points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-1,,2,0,0,2,-1,25%,0,4,王柏智,89,王柏智,10,0,2,25%,11:30,4,1-4,25%,4,0-0,0%,0,0-0,0%
,,,,,,,,,,,張伯維,45,張伯維,77,,,,DNP,,,,,,,,,
6,-1,,0,0,0,2,7,50%,2,2,邱柏璋,283,邱柏璋,14,0,4,50%,17:54,5,3-5,60%,5,0-1,0%,0,0-0,0%
14,-6,〇,1,3,0,4,14,37.5%,0,4,悟空,353,悟空,3,1,4,58.53%,30:05,3,0-3,0%,3,2-5,40%,9,8-9,88.89%
28,10,〇,1,3,1,12,28,48.08%,3,1,鐵米,280,鐵米,0,0,15,48.14%,44:24,20,11-20,55%,20,1-6,16.67%,7,3-7,42.86%
,,,,,,,,,,,張傑瑋,282,張傑瑋,2,,,,DNP,,,,,,,,,
0,-3,〇,0,0,0,0,-1,0%,0,0,林郅為,286,林郅為,18,0,0,0%,03:06,1,0-1,0%,1,0-0,0%,0,0-0,0%
32,15,〇,4,7,0,7,37,60%,0,4,林書豪,354,林書豪,7,4,7,68.03%,39:49,16,9-16,56.25%,16,2-4,50%,8,8-8,100%
,,,,,,,,,,,孫思堯,62,孫思堯,20,,,,DNP,,,,,,,,,
0,17,,3,3,0,4,2,0%,0,4,呂政儒,208,呂政儒,13,1,4,0%,30:27,0,0-0,0%,0,0-3,0%,0,0-0,0%
,,,,,,,,,,,藍少甫,209,藍少甫,23,,,,DNP,,,,,,,,,
8,16,,0,2,1,4,13,50%,1,3,陳又瑋,204,陳又瑋,4,1,5,50%,30:55,6,4-6,66.67%,6,0-2,0%,0,0-0,0%
5,18,〇,1,2,0,2,5,18.75%,2,5,王律翔,211,王律翔,8,2,4,28.15%,31:50,4,0-4,0%,4,1-4,25%,2,2-2,100%
