points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,5,,0,1,1,1,10,100%,2,3,成力煥,72,成力煥,21,1,3,106.38%,22:16,1,1-1,100%,1,0-0,0%,2,2-2,100%
7,-6,,6,3,0,6,7,35%,2,1,陳冠全,67,陳冠全,15,2,8,35%,34:12,7,2-7,28.57%,7,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
0,0,,0,0,0,0,0,0%,0,0,丁恩迪,293,丁恩迪,1,0,0,0%,00:05,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,張鎮衙,297,張鎮衙,27,,,,DNP,,,,,,,,,
6,-13,〇,4,7,0,3,6,18.18%,0,4,白曜誠,298,白曜誠,30,3,3,25.25%,40:09,7,2-7,28.57%,7,0-4,0%,2,2-2,100%
14,-2,〇,2,0,1,4,11,50%,1,2,沃許本,299,沃許本,42,0,5,55.38%,24:27,10,5-10,50%,10,0-0,0%,6,4-6,66.67%
26,3,,4,4,0,8,29,63.33%,3,3,艾爾斯,342,艾爾斯,4,2,11,68.57%,36:20,8,2-8,25%,8,5-7,71.43%,9,7-9,77.78%
2,0,〇,0,0,0,0,1,33.33%,1,1,李家慷,218,李家慷,12,0,1,33.33%,04:56,1,1-1,100%,1,0-2,0%,0,0-0,0%
0,-1,〇,1,2,0,2,4,0%,1,3,林正,64,林正,25,1,3,0%,10:56,1,0-1,0%,1,0-0,0%,0,0-0,0%
17,2,,2,5,0,7,21,47.22%,3,5,黃泓瀚,221,黃泓瀚,22,2,10,47.22%,39:34,13,4-13,30.77%,13,3-5,60%,0,0-0,0%
0,-1,,1,1,0,0,-6,0%,0,1,陳昱瑞,219,陳昱瑞,00,0,0,0%,10:03,2,0-2,0%,2,0-2,0%,2,0-2,0%
11,-2,〇,7,2,0,3,5,28.57%,1,1,盧峻翔,226,盧峻翔,69,6,4,34.9%,42:02,9,4-9,44.44%,9,0-5,0%,4,3-4,75%
