points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-5,,2,3,0,0,-1,0%,0,2,賴廷恩,40,賴廷恩,0,0,0,0%,11:41,1,0-1,0%,1,0-1,0%,0,0-0,0%
4,-1,,2,2,0,2,5,50%,0,1,周桂羽,46,周桂羽,8,0,2,69.44%,16:59,2,1-2,50%,2,0-0,0%,2,2-2,100%
0,-1,,0,0,0,0,0,0%,0,0,林孟學,49,林孟學,13,0,0,0%,04:55,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,9,〇,1,0,1,4,5,30%,2,1,曾祥鈞,52,曾祥鈞,21,0,6,34.01%,15:05,10,3-10,30%,10,0-0,0%,4,2-4,50%
4,2,,0,0,0,0,3,40%,1,1,蔡文誠,50,蔡文誠,14,1,1,40%,08:38,4,2-4,50%,4,0-1,0%,0,0-0,0%
8,-10,,1,0,0,0,7,40%,2,3,石博恩,53,石博恩,23,2,2,55.56%,21:02,2,2-2,100%,2,0-3,0%,5,4-5,80%
0,-2,,1,0,0,0,-1,0%,1,0,陳范柏彥,270,陳范柏彥,1,0,1,0%,05:14,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-2,,1,1,0,1,1,0%,0,0,呂宗霖,273,呂宗霖,7,0,1,0%,03:49,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,-3,,1,0,0,2,4,40%,2,3,謝宗融,274,謝宗融,15,0,4,40%,18:07,5,2-5,40%,5,0-0,0%,0,0-0,0%
10,-7,〇,1,0,0,11,16,50%,1,5,塞瑟夫,54,塞瑟夫,32,0,12,53.65%,35:45,7,4-7,57.14%,7,0-1,0%,3,2-3,66.67%
15,3,〇,2,4,0,2,12,40.63%,0,4,張宗憲,43,張宗憲,3,3,2,44.43%,33:19,13,5-13,38.46%,13,1-3,33.33%,2,2-2,100%
23,2,〇,7,8,2,7,28,38.24%,5,5,辛特力,51,辛特力,17,2,12,52.66%,35:14,11,5-11,45.45%,11,1-6,16.67%,11,10-11,90.91%
4,0,〇,1,5,0,2,7,28.57%,1,3,洪楷傑,235,洪楷傑,11,2,3,26.88%,30:12,4,2-4,50%,4,0-3,0%,1,0-1,0%
