points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,0,,0,0,0,0,0,0%,0,0,張耕淯,66,張耕淯,29,0,0,0%,01:40,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-3,〇,1,3,0,1,1,22.73%,0,1,賴廷恩,40,賴廷恩,0,2,1,22.73%,24:46,4,1-4,25%,4,1-7,14.29%,0,0-0,0%
8,1,,2,2,0,3,5,20%,1,1,周桂羽,46,周桂羽,8,1,4,34.01%,24:19,8,2-8,25%,8,0-2,0%,4,4-4,100%
10,5,〇,1,0,0,2,5,25%,1,3,曾祥鈞,52,曾祥鈞,21,1,3,43.4%,34:13,6,2-6,33.33%,6,0-2,0%,8,6-8,75%
1,-9,,2,0,0,1,-1,0%,3,1,林志傑,48,林志傑,12,0,4,12.89%,14:16,0,0-0,0%,0,0-3,0%,2,1-2,50%
12,13,,1,1,0,3,10,45%,2,1,蔡文誠,50,蔡文誠,14,1,5,49.18%,21:31,6,3-6,50%,6,1-4,25%,5,3-5,60%
5,-5,,0,1,0,1,2,41.67%,0,1,石博恩,53,石博恩,23,1,1,36.34%,08:00,2,1-2,50%,2,1-4,25%,2,0-2,0%
0,-3,,1,0,0,0,-1,0%,0,0,陳范柏彥,270,陳范柏彥,1,0,0,0%,02:00,0,0-0,0%,0,0-0,0%,0,0-0,0%
23,5,〇,2,5,2,9,37,56.25%,6,5,強森,269,強森,5,4,15,60.27%,39:05,9,6-9,66.67%,9,2-7,28.57%,7,5-7,71.43%
3,2,,1,0,1,1,4,100%,1,5,謝宗融,274,謝宗融,15,0,2,79.79%,08:51,1,1-1,100%,1,0-0,0%,2,1-2,50%
1,1,,0,1,0,0,-2,0%,0,0,簡廷兆,275,簡廷兆,24,0,0,12.89%,05:06,1,0-1,0%,1,0-2,0%,2,1-2,50%
14,0,〇,3,4,1,12,24,30.56%,6,1,辛特力,51,辛特力,17,5,18,35.43%,36:10,10,1-10,10%,10,3-8,37.5%,4,3-4,75%
8,8,〇,0,2,0,0,11,80%,0,3,洪楷傑,235,洪楷傑,11,3,0,80%,20:03,2,1-2,50%,2,2-3,66.67%,0,0-0,0%
