points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
22,-6,,1,2,0,3,21,69.23%,0,2,林俊吉,90,林俊吉,11,0,3,74.53%,34:36,9,6-9,66.67%,9,2-4,50%,4,4-4,100%
2,-8,,2,0,0,1,-1,20%,2,3,李德威,94,李德威,26,0,3,20%,09:08,5,1-5,20%,5,0-0,0%,0,0-0,0%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
4,1,〇,0,2,0,2,7,40%,1,1,吳家駿,215,吳家駿,3,1,3,40%,13:24,3,2-3,66.67%,3,0-2,0%,0,0-0,0%
4,3,,0,2,1,1,8,50%,2,0,林耀宗,59,林耀宗,7,0,3,50%,07:34,4,2-4,50%,4,0-0,0%,0,0-0,0%
13,-11,〇,3,1,0,11,10,35.29%,0,4,米勒,276,米勒,13,1,11,36.35%,37:14,6,3-6,50%,6,2-11,18.18%,2,1-2,50%
0,-9,,0,0,0,0,-2,0%,0,0,盧冠良,278,盧冠良,28,0,0,0%,09:49,0,0-0,0%,0,0-2,0%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
4,4,〇,3,4,0,3,4,14.29%,1,3,錢肯尼,149,錢肯尼,23,1,4,25.38%,39:52,5,1-5,20%,5,0-2,0%,2,2-2,100%
2,0,〇,2,1,0,3,1,20%,1,3,吳永盛,229,吳永盛,14,0,4,20%,25:16,3,1-3,33.33%,3,0-2,0%,0,0-0,0%
6,0,,2,2,0,6,6,33.33%,0,2,簡浩,222,簡浩,21,1,6,33.33%,28:02,1,0-1,0%,1,2-8,25%,0,0-0,0%
20,0,〇,2,0,3,10,23,41.18%,6,5,吉爾貝克,212,吉爾貝克,34,0,16,46.73%,35:05,16,7-16,43.75%,16,0-1,0%,10,6-10,60%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
