points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,-2,,1,5,0,2,7,33.33%,1,0,林俊吉,90,林俊吉,11,0,3,33.33%,21:28,4,2-4,50%,4,0-2,0%,0,0-0,0%
8,-12,,1,3,0,5,14,44.44%,3,5,李德威,94,李德威,26,1,8,44.44%,30:55,8,4-8,50%,8,0-1,0%,0,0-0,0%
0,-9,,0,0,0,0,-1,0%,1,0,陳振傑,148,陳振傑,0,0,1,0%,02:56,0,0-0,0%,0,0-2,0%,0,0-0,0%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
13,8,〇,0,1,0,3,15,61.11%,0,0,吳家駿,215,吳家駿,3,2,3,65.79%,20:11,7,4-7,57.14%,7,1-2,50%,2,2-2,100%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
4,-5,〇,2,1,0,2,1,33.33%,0,1,盧冠良,278,盧冠良,28,0,2,33.33%,19:33,5,2-5,40%,5,0-1,0%,0,0-0,0%
0,-11,,1,1,0,0,1,0%,1,1,周柏臣,279,周柏臣,88,0,1,0%,06:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
18,7,〇,3,6,0,11,28,50%,5,5,卡拉曼,349,卡拉曼,35,0,16,54.09%,27:04,12,7-12,58.33%,12,0-2,0%,6,4-6,66.67%
14,-3,〇,3,1,0,4,7,50%,0,2,錢肯尼,149,錢肯尼,23,0,4,48.48%,32:34,9,4-9,44.44%,9,2-5,40%,1,0-1,0%
6,1,,0,2,0,0,4,42.86%,1,4,吳永盛,229,吳永盛,14,0,1,42.86%,28:38,3,0-3,0%,3,2-4,50%,0,0-0,0%
0,-4,,0,0,0,1,-4,0%,0,0,簡浩,222,簡浩,21,1,1,0%,19:15,1,0-1,0%,1,0-5,0%,0,0-0,0%
29,10,〇,4,0,6,7,33,68.75%,3,5,吉爾貝克,212,吉爾貝克,34,1,10,69.58%,31:07,15,11-15,73.33%,15,0-1,0%,11,7-11,63.64%
