points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,-6,〇,1,0,0,2,4,41.67%,1,0,張伯維,45,張伯維,77,1,3,41.67%,24:11,4,1-4,25%,4,1-2,50%,0,0-0,0%
0,0,,0,0,0,0,0,0%,0,2,邱柏璋,283,邱柏璋,14,0,0,0%,00:06,0,0-0,0%,0,0-0,0%,0,0-0,0%
23,-4,〇,2,4,1,4,26,73.33%,1,0,悟空,353,悟空,3,1,5,74.48%,33:04,7,5-7,71.43%,7,4-8,50%,1,1-1,100%
19,4,〇,4,2,1,8,24,69.23%,3,3,路易士,359,路易士,5,0,11,68.44%,40:44,13,9-13,69.23%,13,0-0,0%,2,1-2,50%
0,4,,1,0,0,3,0,0%,0,1,張傑瑋,282,張傑瑋,2,2,3,0%,11:41,3,0-3,0%,3,0-1,0%,0,0-0,0%
,,,,,,,,,,,林郅為,286,林郅為,18,,,,DNP,,,,,,,,,
37,2,〇,2,12,0,13,42,45.16%,1,5,林書豪,354,林書豪,7,1,14,50.99%,39:40,25,14-25,56%,25,0-6,0%,12,9-12,75%
2,-10,,1,0,0,0,0,50%,0,0,孫思堯,62,孫思堯,20,0,0,50%,06:46,2,1-2,50%,2,0-0,0%,0,0-0,0%
7,-14,,1,0,0,4,5,38.89%,0,3,呂政儒,208,呂政儒,13,1,4,38.89%,30:58,3,2-3,66.67%,3,1-6,16.67%,0,0-0,0%
,,,,,,,,,,,藍少甫,209,藍少甫,23,,,,DNP,,,,,,,,,
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
7,7,〇,1,4,0,2,9,50%,1,4,陳又瑋,204,陳又瑋,4,0,3,50%,30:11,4,2-4,50%,4,1-3,33.33%,0,0-0,0%
0,-3,,2,1,0,1,1,0%,2,1,王律翔,211,王律翔,8,1,3,0%,22:39,0,0-0,0%,0,0-2,0%,0,0-0,0%
