points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,6,,0,0,0,1,1,0%,0,0,王柏智,89,王柏智,10,0,1,0%,05:54,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-3,,0,0,0,0,0,25%,1,0,張伯維,45,張伯維,77,0,1,25%,09:48,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
0,14,,0,0,0,1,0,0%,0,1,邱柏璋,283,邱柏璋,14,0,1,0%,10:03,1,0-1,0%,1,0-0,0%,0,0-0,0%
15,27,〇,2,2,1,9,26,75%,4,2,克拉索夫,346,克拉索夫,55,1,13,71.84%,38:36,9,6-9,66.67%,9,1-1,100%,1,0-1,0%
12,19,〇,0,4,0,8,16,37.5%,2,4,鐵米,280,鐵米,0,0,10,37.5%,36:45,12,6-12,50%,12,0-4,0%,0,0-0,0%
0,0,,0,0,0,1,1,0%,0,0,張傑瑋,282,張傑瑋,2,0,1,0%,00:52,0,0-0,0%,0,0-0,0%,0,0-0,0%
26,26,〇,6,5,0,13,36,75%,1,4,林書豪,354,林書豪,7,3,14,78.13%,39:04,8,6-8,75%,8,3-6,50%,6,5-6,83.33%
,,,,,,,,,,,孫思堯,62,孫思堯,20,,,,DNP,,,,,,,,,
9,15,,3,3,0,3,6,45%,0,1,呂政儒,208,呂政儒,13,1,3,45%,29:26,3,0-3,0%,3,3-7,42.86%,0,0-0,0%
4,3,,0,0,0,4,5,28.57%,2,2,藍少甫,209,藍少甫,23,0,6,28.57%,09:47,6,2-6,33.33%,6,0-1,0%,0,0-0,0%
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
13,24,〇,2,5,1,7,21,72.22%,0,0,陳又瑋,204,陳又瑋,4,1,7,72.22%,34:14,4,2-4,50%,4,3-5,60%,0,0-0,0%
12,19,〇,1,3,0,4,15,60%,0,2,王律翔,211,王律翔,8,2,4,60%,25:31,4,3-4,75%,4,2-6,33.33%,0,0-0,0%
