points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-1,〇,2,1,1,5,9,41.67%,1,3,王柏智,89,王柏智,10,0,6,50.87%,28:37,3,1-3,33.33%,3,1-3,33.33%,2,2-2,100%
,,,,,,,,,,,盧哲毅,83,盧哲毅,15,,,,DNP,,,,,,,,,
13,-2,,3,0,0,1,5,46.43%,2,3,張伯維,45,張伯維,7,1,3,46.43%,21:33,5,2-5,40%,5,3-9,33.33%,0,0-0,0%
28,-4,〇,1,4,0,10,36,58.33%,3,3,鐵米,280,鐵米,0,1,13,66.41%,39:47,12,6-12,50%,12,3-6,50%,7,7-7,100%
,,,,,,,,,,,林柏豪,281,林柏豪,1,,,,DNP,,,,,,,,,
0,-1,,1,2,0,0,3,0%,0,1,張傑瑋,282,張傑瑋,2,2,0,0%,05:57,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,0,〇,2,1,0,1,2,31.82%,0,3,呂政儒,208,呂政儒,13,2,1,34.97%,31:06,3,2-3,66.67%,3,1-8,12.5%,1,1-1,100%
14,1,,1,1,0,2,16,83.33%,1,4,藍少甫,209,藍少甫,23,1,3,90.21%,23:51,2,2-2,100%,2,2-4,50%,4,4-4,100%
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
,,,,,,,,,,,鄭德維,207,鄭德維,12,,,,DNP,,,,,,,,,
16,5,〇,0,10,0,6,27,66.67%,0,4,陳又瑋,204,陳又瑋,4,1,6,66.67%,42:01,4,2-4,50%,4,4-8,50%,0,0-0,0%
4,-4,,1,1,0,0,2,75%,0,2,王律翔,211,王律翔,8,0,0,69.44%,10:29,0,0-0,0%,0,1-2,50%,2,1-2,50%
24,-9,〇,4,4,1,9,26,58.33%,0,0,哈里斯,258,哈里斯,3,2,9,60.73%,36:39,10,6-10,60%,10,3-8,37.5%,4,3-4,75%
