points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
23,-14,〇,0,2,0,7,21,46.88%,2,2,楊敬敏,87,楊敬敏,6,0,9,54.04%,31:52,11,6-11,54.55%,11,1-5,20%,12,8-12,66.67%
26,-11,〇,2,0,2,8,25,54.76%,4,5,牧倫斯,265,牧倫斯,5,0,12,57.12%,33:24,11,4-11,36.36%,11,5-10,50%,4,3-4,75%
21,-11,〇,1,3,0,7,24,50%,2,3,曼尼高,337,曼尼高,55,4,9,49.25%,37:03,18,10-18,55.56%,18,0-2,0%,3,1-3,33.33%
2,-11,,2,0,0,0,0,0%,0,0,李威廷,288,李威廷,4,0,0,113.64%,06:07,0,0-0,0%,0,0-0,0%,2,2-2,100%
2,-11,〇,0,0,0,1,3,50%,1,0,蘇士軒,290,蘇士軒,17,0,2,50%,09:16,2,1-2,50%,2,0-0,0%,0,0-0,0%
1,-6,,2,0,0,2,-2,0%,2,3,林金榜,263,林金榜,19,1,4,8.5%,28:46,5,0-5,0%,5,0-0,0%,2,1-2,50%
0,-4,,1,2,0,2,3,0%,2,2,戴維斯,69,戴維斯,50,0,4,0%,17:58,1,0-1,0%,1,0-1,0%,0,0-0,0%
10,-12,〇,5,6,0,3,11,62.5%,0,2,李愷諺,233,李愷諺,9,1,3,62.5%,28:43,4,2-4,50%,4,2-4,50%,0,0-0,0%
0,-9,,0,0,0,1,-1,0%,0,1,陳俊男,232,陳俊男,3,1,1,0%,10:56,1,0-1,0%,1,0-2,0%,0,0-0,0%
0,3,,0,0,0,0,0,0%,0,2,楊興治,228,楊興治,13,0,0,0%,02:16,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-11,,1,1,0,1,2,35.71%,1,1,簡祐哲,234,簡祐哲,10,0,2,35.71%,17:59,3,1-3,33.33%,3,1-4,25%,0,0-0,0%
0,-5,,0,0,0,0,0,0%,0,0,聶歐瑪,238,聶歐瑪,25,0,0,0%,01:36,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,2,,0,2,0,2,8,62.5%,1,2,洪志善,237,洪志善,24,0,3,62.5%,14:04,2,1-2,50%,2,1-2,50%,0,0-0,0%
