points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-9,,1,1,1,0,2,0%,1,1,成力煥,72,成力煥,21,0,1,0%,08:21,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-4,,2,1,0,4,8,50%,1,1,陳冠全,67,陳冠全,15,1,5,56.31%,13:55,3,2-3,66.67%,3,0-1,0%,1,1-1,100%
7,-24,〇,5,8,0,2,6,18.18%,2,2,施晉堯,65,施晉堯,28,2,4,27.43%,30:06,6,2-6,33.33%,6,0-5,0%,4,3-4,75%
,,,,,,,,,,,丁恩迪,293,丁恩迪,1,,,,DNP,,,,,,,,,
0,-7,,0,0,0,0,0,0%,0,0,張鎮衙,297,張鎮衙,27,0,0,0%,02:47,0,0-0,0%,0,0-0,0%,0,0-0,0%
6,9,,1,3,0,2,6,42.86%,1,1,白曜誠,298,白曜誠,30,0,3,42.86%,17:54,2,0-2,0%,2,2-5,40%,0,0-0,0%
25,-14,,1,1,1,2,24,61.76%,5,2,沃許本,299,沃許本,42,0,7,63.65%,27:46,15,9-15,60%,15,1-2,50%,6,4-6,66.67%
12,-8,〇,2,2,0,5,9,37.5%,2,4,艾爾斯,342,艾爾斯,4,0,7,37.5%,34:23,7,6-7,85.71%,7,0-9,0%,0,0-0,0%
16,4,〇,2,1,1,2,19,72.73%,1,4,李家慷,218,李家慷,12,5,3,72.73%,35:04,4,2-4,50%,4,4-7,57.14%,0,0-0,0%
4,3,〇,0,1,0,0,5,0%,4,1,林正,64,林正,25,0,4,34.72%,17:09,3,0-3,0%,3,0-1,0%,4,4-4,100%
3,-10,,0,2,0,2,5,30%,2,1,黃泓瀚,221,黃泓瀚,22,0,4,30%,17:50,2,0-2,0%,2,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,陳昱瑞,219,陳昱瑞,00,,,,DNP,,,,,,,,,
6,-15,〇,2,2,0,1,-3,7.14%,0,3,盧峻翔,226,盧峻翔,69,5,1,18.03%,34:45,6,1-6,16.67%,6,0-8,0%,6,4-6,66.67%
