points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,5,,3,5,0,2,16,66.67%,0,3,林俊吉,90,林俊吉,11,1,2,73.02%,26:04,2,0-2,0%,2,4-7,57.14%,6,5-6,83.33%
0,2,,1,2,0,2,3,0%,1,0,李德威,94,李德威,26,0,3,0%,11:29,0,0-0,0%,0,0-1,0%,0,0-0,0%
,,,,,,,,,,,陳振傑,148,陳振傑,0,,,,DNP,,,,,,,,,
0,-1,,0,0,0,0,0,0%,0,1,楊盛硯,93,楊盛硯,18,0,0,0%,01:18,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-2,〇,1,1,0,6,8,62.5%,1,1,吳家駿,215,吳家駿,3,0,7,51.23%,21:22,1,1-1,100%,1,1-3,33.33%,2,0-2,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
7,17,〇,3,2,0,1,2,43.75%,0,2,盧冠良,278,盧冠良,28,0,1,43.75%,27:37,3,2-3,66.67%,3,1-5,20%,0,0-0,0%
0,6,,0,0,0,2,4,0%,1,1,周柏臣,279,周柏臣,88,1,3,0%,11:51,0,0-0,0%,0,0-0,0%,0,0-0,0%
7,14,〇,1,3,1,3,13,50%,0,3,錢肯尼,149,錢肯尼,23,4,3,50.87%,31:28,5,3-5,60%,5,0-1,0%,2,1-2,50%
9,-15,,4,1,0,2,5,56.25%,0,2,吳永盛,229,吳永盛,14,2,2,56.25%,21:11,1,0-1,0%,1,3-7,42.86%,0,0-0,0%
3,-10,,1,0,0,2,-2,18.75%,0,1,簡浩,222,簡浩,21,1,2,18.75%,25:44,0,0-0,0%,0,1-8,12.5%,0,0-0,0%
16,2,〇,4,1,5,11,25,45.45%,4,3,吉爾貝克,212,吉爾貝克,34,1,15,53.48%,33:06,10,5-10,50%,10,0-1,0%,9,6-9,66.67%
28,-3,〇,3,3,0,6,27,36.36%,6,5,麥卡洛,253,麥卡洛,5,4,12,48.95%,28:50,17,8-17,47.06%,17,0-5,0%,15,12-15,80%
