points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
16,12,〇,2,4,1,12,23,39.29%,2,3,奧帝,341,奧帝,11,0,14,49.38%,35:09,8,1-8,12.5%,8,3-6,50%,5,5-5,100%
3,7,〇,2,2,0,0,-2,11.11%,0,2,楊敬敏,87,楊敬敏,6,3,0,15.89%,20:10,5,1-5,20%,5,0-4,0%,1,1-1,100%
1,-6,,0,0,0,0,-1,0%,0,2,林力仁,76,林力仁,7,1,0,17.36%,08:49,0,0-0,0%,0,0-2,0%,2,1-2,50%
15,14,〇,2,4,0,1,13,29.17%,4,1,林書緯,41,林書緯,1,2,5,45.73%,25:34,6,2-6,33.33%,6,1-6,16.67%,10,8-10,80%
11,12,〇,0,3,0,12,20,30%,5,1,牧倫斯,265,牧倫斯,5,0,17,34.63%,29:15,8,3-8,37.5%,8,1-7,14.29%,2,2-2,100%
6,5,,0,0,0,1,6,60%,1,0,蘇士軒,290,蘇士軒,17,0,2,60%,12:51,4,3-4,75%,4,0-1,0%,0,0-0,0%
8,13,,0,3,0,1,12,66.67%,1,5,林金榜,263,林金榜,19,1,2,66.67%,17:53,6,4-6,66.67%,6,0-0,0%,0,0-0,0%
3,9,,3,3,2,2,7,37.5%,2,3,戴維斯,69,戴維斯,50,1,4,37.5%,15:41,2,0-2,0%,2,1-2,50%,0,0-0,0%
9,0,〇,2,0,0,0,4,58.33%,0,2,陳俊男,232,陳俊男,3,0,0,65.41%,22:25,4,2-4,50%,4,1-2,50%,2,2-2,100%
0,-4,,0,0,0,0,0,0%,0,0,楊興治,228,楊興治,13,0,0,0%,03:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
10,15,,0,1,0,3,12,55.56%,2,1,簡祐哲,234,簡祐哲,10,1,5,55.56%,22:55,5,2-5,40%,5,2-4,50%,0,0-0,0%
2,3,,0,1,0,2,4,0%,0,1,林仕軒,231,林仕軒,2,0,2,75.76%,07:43,0,0-0,0%,0,0-0,0%,3,2-3,66.67%
6,5,,3,5,0,2,7,60%,0,1,洪志善,237,洪志善,24,0,2,60%,18:31,2,0-2,0%,2,2-3,66.67%,0,0-0,0%
