points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,-7,,1,2,0,1,13,50%,2,2,林俊吉,90,林俊吉,11,2,3,52.08%,31:24,7,3-7,42.86%,7,3-8,37.5%,3,2-3,66.67%
0,-10,,3,1,2,1,-2,0%,0,5,李德威,94,李德威,26,1,1,0%,22:22,1,0-1,0%,1,0-3,0%,0,0-0,0%
2,-8,,1,0,0,0,-1,25%,1,0,陳振傑,148,陳振傑,0,0,1,25%,14:58,2,1-2,50%,2,0-2,0%,0,0-0,0%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
0,0,,1,1,0,1,1,0%,0,2,林耀宗,59,林耀宗,7,1,1,0%,08:27,0,0-0,0%,0,0-1,0%,0,0-0,0%
24,-8,〇,5,2,1,7,23,40.91%,2,2,波因特,277,波因特,15,5,9,48.7%,37:15,18,9-18,50%,18,0-4,0%,6,6-6,100%
8,-1,〇,0,2,0,2,5,36.36%,0,1,盧冠良,278,盧冠良,28,1,2,36.36%,32:43,4,1-4,25%,4,2-7,28.57%,0,0-0,0%
5,-6,〇,2,2,1,6,14,41.67%,4,4,周柏臣,279,周柏臣,88,2,10,41.67%,37:29,2,1-2,50%,2,1-4,25%,0,0-0,0%
7,2,〇,0,6,0,5,17,21.43%,1,1,吳永盛,229,吳永盛,14,4,6,39.95%,29:39,3,0-3,0%,3,1-4,25%,4,4-4,100%
17,3,〇,1,0,4,9,27,61.54%,2,4,吉爾貝克,212,吉爾貝克,34,1,11,63.24%,25:43,13,8-13,61.54%,13,0-0,0%,1,1-1,100%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
