points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,7,,2,2,0,2,1,30%,0,2,成力煥,72,成力煥,21,0,2,30%,22:38,3,0-3,0%,3,1-2,50%,0,0-0,0%
10,19,,1,1,0,5,14,100%,0,2,陳冠全,67,陳冠全,15,0,5,100%,28:13,2,2-2,100%,2,2-3,66.67%,0,0-0,0%
9,7,〇,1,8,0,1,11,34.62%,1,3,施晉堯,65,施晉堯,28,2,2,34.62%,36:49,9,3-9,33.33%,9,1-4,25%,0,0-0,0%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,林子洧,294,林子洧,5,,,,DNP,,,,,,,,,
9,5,,4,0,0,12,13,56.25%,0,2,桑尼,296,桑尼,13,0,12,56.25%,23:39,6,3-6,50%,6,1-2,50%,0,0-0,0%
,,,,,,,,,,,張鎮衙,297,張鎮衙,27,,,,DNP,,,,,,,,,
8,7,,4,1,0,3,8,80%,0,1,白曜誠,298,白曜誠,30,1,3,80%,20:15,4,4-4,100%,4,0-1,0%,0,0-0,0%
15,9,〇,5,1,1,11,23,50%,4,3,艾爾斯,342,艾爾斯,4,2,15,56.31%,27:27,9,6-9,66.67%,9,0-3,0%,3,3-3,100%
,,,,,,,,,,,李家慷,218,李家慷,12,,,,DNP,,,,,,,,,
8,0,〇,0,0,0,2,7,66.67%,0,2,林正,64,林正,25,0,2,66.67%,14:43,4,1-4,25%,4,2-2,100%,0,0-0,0%
11,14,〇,1,3,1,4,18,75%,2,3,黃泓瀚,221,黃泓瀚,22,1,6,75.14%,32:41,4,3-4,75%,4,1-2,50%,3,2-3,66.67%
21,2,〇,1,1,0,3,14,43.75%,1,3,盧峻翔,226,盧峻翔,69,0,4,53.79%,33:35,8,4-8,50%,8,2-8,25%,8,7-8,87.5%
