points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,-10,,0,0,0,3,4,16.67%,3,0,成力煥,72,成力煥,21,0,6,27.32%,14:03,3,1-3,33.33%,3,0-3,0%,3,2-3,66.67%
2,-16,,1,1,1,2,4,50%,1,1,陳冠全,67,陳冠全,15,0,3,40.98%,13:59,1,1-1,100%,1,0-1,0%,1,0-1,0%
3,-5,,2,2,0,1,-3,18.75%,0,3,施晉堯,65,施晉堯,28,0,1,18.75%,18:27,5,0-5,0%,5,1-3,33.33%,0,0-0,0%
0,-4,,2,4,0,1,0,0%,0,1,關達祐,58,關達祐,6,1,1,0%,17:50,1,0-1,0%,1,0-3,0%,0,0-0,0%
11,-5,〇,1,1,3,6,19,56.25%,3,3,丁恩迪,293,丁恩迪,1,2,9,56.35%,26:50,5,3-5,60%,5,1-3,33.33%,4,2-4,50%
0,2,,0,0,0,0,0,0%,0,0,林子洧,294,林子洧,5,0,0,0%,03:18,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-11,〇,0,1,0,4,4,20%,1,2,張鎮衙,297,張鎮衙,27,0,5,20%,21:32,1,1-1,100%,1,0-4,0%,0,0-0,0%
3,-19,〇,3,1,0,2,-3,12.5%,1,2,白曜誠,298,白曜誠,30,0,3,17.77%,22:30,5,1-5,20%,5,0-3,0%,1,1-1,100%
18,-11,〇,0,2,0,12,25,46.67%,4,0,沃許本,299,沃許本,42,0,16,49.78%,37:52,13,7-13,53.85%,13,0-2,0%,7,4-7,57.14%
13,-8,,1,0,0,10,21,91.67%,1,1,艾爾斯,342,艾爾斯,4,0,11,94.48%,17:19,1,1-1,100%,1,3-5,60%,2,2-2,100%
0,-17,〇,0,0,0,1,-5,0%,0,1,李家慷,218,李家慷,12,0,1,0%,21:03,3,0-3,0%,3,0-3,0%,0,0-0,0%
3,5,,0,0,0,1,3,75%,0,2,陳昱瑞,219,陳昱瑞,00,0,1,75%,05:45,1,0-1,0%,1,1-1,100%,0,0-0,0%
1,-1,,1,3,0,3,-3,0%,1,1,盧峻翔,226,盧峻翔,69,0,4,5.06%,19:32,6,0-6,0%,6,0-3,0%,2,1-2,50%
