points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
18,13,,2,5,0,5,19,50%,0,2,林俊吉,90,林俊吉,11,3,5,51.96%,27:48,11,5-11,45.45%,11,2-5,40%,3,2-3,66.67%
9,4,,1,1,0,3,11,50%,3,2,李德威,94,李德威,26,1,6,50%,20:05,6,3-6,50%,6,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
6,13,〇,3,0,0,2,-3,22.73%,1,3,吳家駿,215,吳家駿,3,1,3,25.25%,22:23,5,1-5,20%,5,1-6,16.67%,2,1-2,50%
0,3,,0,1,0,2,4,0%,2,2,林耀宗,59,林耀宗,7,1,4,0%,11:43,1,0-1,0%,1,0-1,0%,0,0-0,0%
2,6,〇,3,3,1,3,6,25%,0,2,波因特,277,波因特,15,3,3,25%,12:16,4,1-4,25%,4,0-0,0%,0,0-0,0%
5,1,,0,0,0,0,3,62.5%,0,1,盧冠良,278,盧冠良,28,0,0,62.5%,15:49,2,1-2,50%,2,1-2,50%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
12,1,〇,3,1,1,5,10,35%,1,2,錢肯尼,149,錢肯尼,23,3,6,44.38%,34:42,4,2-4,50%,4,1-6,16.67%,8,5-8,62.5%
8,5,〇,0,1,0,3,8,57.14%,0,2,吳永盛,229,吳永盛,14,0,3,57.14%,24:00,2,1-2,50%,2,2-5,40%,0,0-0,0%
8,25,,0,2,0,4,11,50%,0,0,簡浩,222,簡浩,21,2,4,50%,32:41,1,1-1,100%,1,2-7,28.57%,0,0-0,0%
34,29,〇,2,0,2,14,46,65.22%,8,4,吉爾貝克,212,吉爾貝克,34,1,22,65.18%,38:33,22,15-22,68.18%,22,0-1,0%,7,4-7,57.14%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
