points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
16,-3,〇,1,1,0,10,21,57.69%,1,6,奧帝,341,奧帝,11,1,11,59.52%,34:53,4,3-4,75%,4,3-9,33.33%,1,1-1,100%
14,-13,〇,3,1,0,0,4,33.33%,1,0,楊敬敏,87,楊敬敏,6,1,1,45.1%,25:53,7,4-7,57.14%,7,0-5,0%,8,6-8,75%
4,-4,〇,2,5,0,2,1,15%,0,0,林書緯,41,林書緯,1,2,2,18.38%,35:38,4,0-4,0%,4,1-6,16.67%,2,1-2,50%
5,-27,〇,5,4,0,11,11,25%,3,2,牧倫斯,265,牧倫斯,5,0,14,28.15%,31:28,5,2-5,40%,5,0-3,0%,2,1-2,50%
2,2,,1,0,0,0,2,0%,0,2,蘇士軒,290,蘇士軒,17,1,0,113.64%,06:43,0,0-0,0%,0,0-0,0%,2,2-2,100%
3,-9,,2,1,0,1,-2,16.67%,1,2,林金榜,263,林金榜,19,0,2,21.8%,17:18,4,1-4,25%,4,0-2,0%,2,1-2,50%
5,-5,,1,1,0,4,10,37.5%,6,1,戴維斯,69,戴維斯,50,0,10,43.4%,17:57,3,0-3,0%,3,1-1,100%,4,2-4,50%
6,-17,〇,1,1,0,3,5,33.33%,3,0,李愷諺,233,李愷諺,9,0,6,33.33%,29:59,6,0-6,0%,6,2-3,66.67%,0,0-0,0%
5,9,,1,0,0,1,3,40%,1,0,陳俊男,232,陳俊男,3,0,2,45.96%,09:33,4,2-4,50%,4,0-1,0%,1,1-1,100%
5,-16,,0,1,0,0,4,50%,0,0,簡祐哲,234,簡祐哲,10,1,0,50%,17:50,3,1-3,33.33%,3,1-2,50%,0,0-0,0%
3,5,,1,0,0,1,2,75%,0,0,李睿麒,230,李睿麒,0,0,1,75%,04:29,0,0-0,0%,0,1-2,50%,0,0-0,0%
4,5,,0,0,0,1,5,100%,0,0,聶歐瑪,238,聶歐瑪,25,0,1,106.38%,04:59,1,1-1,100%,1,0-0,0%,2,2-2,100%
2,3,,0,0,0,0,1,50%,0,0,洪志善,237,洪志善,24,0,0,50%,03:20,2,1-2,50%,2,0-0,0%,0,0-0,0%
