points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,-25,〇,3,5,0,0,13,57.69%,0,1,林俊吉,90,林俊吉,11,0,0,61.24%,30:30,9,6-9,66.67%,9,1-4,25%,2,2-2,100%
6,-19,,3,1,0,4,5,33.33%,2,2,李德威,94,李德威,26,1,6,33.33%,26:20,9,3-9,33.33%,9,0-0,0%,0,0-0,0%
0,-2,,0,1,0,1,2,0%,0,0,陳振傑,148,陳振傑,0,0,1,0%,06:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-3,,1,0,0,0,-1,0%,0,1,楊盛硯,93,楊盛硯,18,0,0,0%,04:21,0,0-0,0%,0,0-0,0%,0,0-0,0%
1,-3,,0,2,0,0,0,0%,0,0,吳家駿,215,吳家駿,3,0,0,17.36%,17:30,1,0-1,0%,1,0-1,0%,2,1-2,50%
0,0,,0,0,0,0,-1,0%,0,0,林耀宗,59,林耀宗,7,0,0,0%,01:32,1,0-1,0%,1,0-0,0%,0,0-0,0%
8,-11,〇,0,2,0,2,10,80%,0,1,盧冠良,278,盧冠良,28,0,2,80%,24:59,3,1-3,33.33%,3,2-2,100%,0,0-0,0%
7,-6,,0,0,0,1,6,60%,3,1,周柏臣,279,周柏臣,88,0,4,51.78%,15:38,4,3-4,75%,4,0-1,0%,4,1-4,25%
16,-11,〇,3,1,0,7,14,41.18%,1,1,卡拉曼,349,卡拉曼,35,2,8,44.74%,25:00,12,7-12,58.33%,12,0-5,0%,2,2-2,100%
13,-14,〇,1,0,2,6,13,45.83%,2,3,錢肯尼,149,錢肯尼,23,0,8,47.24%,29:07,8,4-8,50%,8,1-4,25%,4,2-4,50%
5,-9,,1,2,0,2,7,62.5%,1,1,吳永盛,229,吳永盛,14,0,3,62.5%,12:46,3,1-3,33.33%,3,1-1,100%,0,0-0,0%
0,-11,,1,0,0,2,2,0%,1,0,簡浩,222,簡浩,21,1,3,0%,14:32,0,0-0,0%,0,0-1,0%,0,0-0,0%
16,-26,〇,6,3,1,8,6,29.17%,5,3,麥卡洛,253,麥卡洛,5,1,13,29.54%,31:26,16,7-16,43.75%,16,0-8,0%,7,2-7,28.57%
