points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
15,3,〇,3,2,4,7,20,43.33%,2,1,奧帝,341,奧帝,11,2,9,47.23%,31:48,6,5-6,83.33%,6,1-9,11.11%,2,2-2,100%
2,13,〇,1,5,0,2,6,33.33%,0,0,楊敬敏,87,楊敬敏,6,1,2,29.07%,21:15,2,1-2,50%,2,0-1,0%,1,0-1,0%
2,-7,,1,0,0,0,-4,16.67%,0,0,林力仁,76,林力仁,7,0,0,16.67%,09:31,3,1-3,33.33%,3,0-3,0%,0,0-0,0%
14,12,〇,0,6,0,1,18,72.22%,1,2,林書緯,41,林書緯,1,0,2,74.15%,32:46,3,2-3,66.67%,3,3-6,50%,1,1-1,100%
15,19,〇,3,3,2,11,20,40%,1,2,牧倫斯,265,牧倫斯,5,2,12,43.6%,34:27,10,6-10,60%,10,0-5,0%,5,3-5,60%
4,7,,1,1,0,3,6,66.67%,0,0,蘇士軒,290,蘇士軒,17,0,3,66.67%,11:46,2,2-2,100%,2,0-1,0%,0,0-0,0%
6,-14,,1,2,0,1,10,60%,1,4,林金榜,263,林金榜,19,3,2,60%,15:02,4,3-4,75%,4,0-1,0%,0,0-0,0%
14,7,,1,0,2,0,17,81.25%,3,4,戴維斯,69,戴維斯,50,1,3,82.94%,08:47,7,5-7,71.43%,7,1-1,100%,1,1-1,100%
5,9,〇,0,6,0,4,10,31.25%,1,3,李愷諺,233,李愷諺,9,0,5,31.25%,29:04,6,1-6,16.67%,6,1-2,50%,0,0-0,0%
7,15,,2,2,0,0,8,50%,2,3,陳俊男,232,陳俊男,3,3,2,50.87%,22:04,5,3-5,60%,5,0-1,0%,2,1-2,50%
0,-3,,0,0,1,0,1,0%,0,0,楊興治,228,楊興治,13,0,0,0%,02:17,0,0-0,0%,0,0-0,0%,0,0-0,0%
16,9,,1,1,1,2,16,65%,1,2,簡祐哲,234,簡祐哲,10,1,3,70.67%,16:27,4,2-4,50%,4,3-6,50%,3,3-3,100%
0,-15,,0,0,0,1,1,0%,1,0,聶歐瑪,238,聶歐瑪,25,0,2,0%,04:46,1,0-1,0%,1,0-0,0%,0,0-0,0%
