points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
29,8,〇,1,2,0,6,28,55.56%,1,1,楊敬敏,87,楊敬敏,6,0,7,66.03%,34:34,13,7-13,53.85%,13,2-5,40%,9,9-9,100%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
12,10,〇,2,4,1,4,13,50%,1,4,林書緯,41,林書緯,1,0,5,50%,28:40,5,3-5,60%,5,2-7,28.57%,0,0-0,0%
16,-9,〇,2,4,2,10,23,31.25%,8,2,牧倫斯,265,牧倫斯,5,0,18,39.22%,37:03,13,5-13,38.46%,13,0-3,0%,10,6-10,60%
21,2,〇,8,6,0,4,15,47.37%,6,3,曼尼高,337,曼尼高,55,1,10,48.52%,40:03,10,3-10,30%,10,4-9,44.44%,6,3-6,50%
0,-6,〇,0,2,0,1,3,0%,2,0,蘇士軒,290,蘇士軒,17,0,3,0%,08:42,1,0-1,0%,1,0-1,0%,0,0-0,0%
5,-2,,1,1,0,1,2,41.67%,0,3,林金榜,263,林金榜,19,0,1,41.67%,12:51,3,1-3,33.33%,3,1-3,33.33%,0,0-0,0%
9,20,,4,0,4,9,22,50%,6,4,戴維斯,69,戴維斯,50,1,15,66.57%,31:26,3,1-3,33.33%,3,1-2,50%,4,4-4,100%
11,16,,1,5,0,3,15,44.44%,0,3,李愷諺,233,李愷諺,9,3,3,53.29%,30:49,3,1-3,33.33%,3,2-6,33.33%,3,3-3,100%
0,-4,,0,1,0,0,0,0%,0,0,陳俊男,232,陳俊男,3,1,0,0%,04:04,2,0-2,0%,2,0-0,0%,0,0-0,0%
0,-5,,0,0,0,0,0,0%,0,1,楊興治,228,楊興治,13,0,0,0%,05:26,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,-5,,0,0,0,0,1,50%,0,1,簡祐哲,234,簡祐哲,10,0,0,50%,06:22,0,0-0,0%,0,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
