points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
22,-35,〇,4,4,0,2,17,63.33%,0,2,特壞,334,特壞,6,1,2,65.63%,42:26,9,5-9,55.56%,9,3-6,50%,4,3-4,75%
2,-9,,2,0,0,0,0,33.33%,2,1,李家瑞,79,李家瑞,12,0,2,33.33%,10:08,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
10,-6,〇,2,1,1,7,17,50%,0,3,蕭順議,80,蕭順議,11,3,7,64.43%,28:11,5,3-5,60%,5,0-1,0%,4,4-4,100%
4,1,,1,0,0,1,3,50%,1,0,宋宇軒,75,宋宇軒,5,0,2,50%,05:03,4,2-4,50%,4,0-0,0%,0,0-0,0%
1,-14,〇,4,3,0,1,-4,0%,0,1,田浩,82,田浩,9,0,1,10.25%,16:56,2,0-2,0%,2,0-2,0%,2,1-2,50%
3,-11,,0,1,0,1,0,25%,0,0,姜廣謙,300,姜廣謙,2,0,1,25%,12:23,1,0-1,0%,1,1-5,20%,0,0-0,0%
4,-23,,1,3,0,2,6,33.33%,0,0,曾柏喻,301,曾柏喻,7,2,2,33.33%,23:03,3,2-3,66.67%,3,0-3,0%,0,0-0,0%
7,-21,,6,1,4,7,11,33.33%,4,1,伊波卡,302,伊波卡,21,1,11,35.43%,28:28,8,3-8,37.5%,8,0-1,0%,2,1-2,50%
1,-6,,1,1,0,1,0,0%,0,0,林明毅,156,林明毅,3,1,1,17.36%,08:49,1,0-1,0%,1,0-1,0%,2,1-2,50%
20,-21,〇,6,2,0,1,14,90.91%,1,3,朱雲豪,223,朱雲豪,8,0,2,90.91%,30:49,2,1-2,50%,2,6-9,66.67%,0,0-0,0%
4,-30,〇,4,2,1,11,13,33.33%,3,0,辛巴,246,辛巴,35,0,14,42.02%,33:44,3,1-3,33.33%,3,0-0,0%,4,2-4,50%
